Start,End,Buy,Sell,DJI_Sharpe,DJI_Sortino,DJI_Return,SP500_Sharpe,SP500_Sortino,SP500_Return,Random_Sharpe,Random_Sortino,Random_Return,scaled,metric,portfolio,sharpe,sortino,return,silhouette,db,ch,min_mult,p25_mult,p50_mult,p75_mult,max_mult,mean_mult,min_preturn,p25_preturn,p50_preturn,p75_preturn,max_preturn,mean_preturn,k
2013-01-02,2016-01-04,2016-01-05,2017-01-05,0.0743448572753612,0.096797330969188,0.1597227802924771,0.0668481141326955,0.0868584079762725,0.1575521698093197,0.0619724230935239,0.0829036229993017,0.1584781275812072,True,Daily Log Returns,"['AVGO', 'EA', 'KR', 'FANG', 'NEM', 'GILD', 'PANW', 'AIZ', 'DXCM', 'COR', 'HRL', 'VLO', 'CI', 'MGM', 'INCY', 'ENPH', 'NFLX', 'FSLR', 'LULU', 'NI', 'MHK', 'TSLA', 'VMC', 'AXON', 'SMCI', 'BBY', 'LUV', 'BLDR', 'EXR', 'AMD']",0.025340529978572016,0.034340172691546794,0.06928089502003983,0.002540653899021289,2.007333072370391,7.561430701770881,-0.40238871870409754,0.10528648751210057,0.3688866276225172,0.5759124749991,17.25669533392464,0.44799814830395807,-0.07697643647813403,0.039608141716950346,0.07621877615726666,0.10817672491081562,0.15538858702250494,0.0687190721191243,30
2013-01-03,2016-01-04,2016-01-05,2017-01-05,0.0743448572753612,0.096797330969188,0.1597227802924771,0.0668481141326955,0.0868584079762725,0.1575521698093197,0.0659150001320792,0.0886582430136654,0.1648219121278191,True,Daily Log Returns,"['AVGO', 'KR', 'EA', 'FANG', 'GILD', 'DXCM', 'META', 'WFC', 'VMC', 'HRL', 'NEM', 'VLO', 'MHK', 'LUV', 'CI', 'ENPH', 'NFLX', 'MGM', 'FSLR', 'TSLA', 'LULU', 'NI', 'COR', 'AXON', 'SMCI', 'BBY', 'BLDR', 'EXR', 'INCY', 'AMD']",0.02959538453990541,0.03946832850353336,0.08057086988216229,0.002420265661187864,1.965108188387327,7.570518873226495,-0.40238871870409754,0.10528648751210057,0.3688866276225172,0.5759124749991,17.25669533392464,0.44799814830395807,-0.07697643647813403,0.039608141716950346,0.07621877615726666,0.10817672491081562,0.15538858702250494,0.0687190721191243,30
2013-01-04,2016-01-04,2016-01-05,2017-01-05,0.0743448572753612,0.096797330969188,0.1597227802924771,0.0668481141326955,0.0868584079762725,0.1575521698093197,0.065836817392926,0.0875419156470168,0.1660660118550375,True,Daily Log Returns,"['AVGO', 'KR', 'EA', 'FANG', 'NEM', 'GILD', 'EPAM', 'WFC', 'DXCM', 'HRL', 'VMC', 'VLO', 'LUV', 'CI', 'INCY', 'ENPH', 'NFLX', 'FSLR', 'COR', 'NI', 'LULU', 'TSLA', 'MHK', 'AXON', 'SMCI', 'BBY', 'BLDR', 'EXR', 'MGM', 'AMD']",0.023232452038109513,0.03081208204062551,0.063679611609689,0.0035065812347507374,1.9843988400411163,7.576386177967727,-0.40238871870409754,0.10528648751210057,0.3688866276225172,0.5759124749991,17.25669533392464,0.44799814830395807,-0.07697643647813403,0.039608141716950346,0.07621877615726666,0.10817672491081562,0.15538858702250494,0.0687190721191243,30
2013-01-07,2016-01-07,2016-01-08,2017-01-09,0.1015856909897751,0.1347320704835337,0.2166177134334582,0.0903926678461225,0.1179719019245178,0.2128788798477438,0.088486430226979,0.1197362150526202,0.2187819741819404,True,Daily Log Returns,"['AVGO', 'KR', 'EA', 'FANG', 'NEM', 'GILD', 'EPAM', 'HIG', 'DXCM', 'MHK', 'HRL', 'VLO', 'MGM', 'CI', 'INCY', 'ENPH', 'NFLX', 'FSLR', 'COR', 'NI', 'LULU', 'TSLA', 'VMC', 'AXON', 'SMCI', 'BBY', 'BLDR', 'EXR', 'LUV', 'AMD']",0.04265158672401317,0.05659625230560796,0.11760348076886484,0.003300126025565798,1.9842312583113315,7.5795098862509285,-11.908001364429651,0.0398311129179672,0.1788337085389363,0.28779032587633746,0.5673855096020693,0.03436233513359639,-0.03310147117845833,0.091656014879433,0.13067413613345893,0.1613379253086729,0.2103087820929668,0.1227678022157184,30
2013-01-08,2016-01-08,2016-01-11,2017-01-11,0.10141609274505,0.1346871839048647,0.2168304258612483,0.0931666865780578,0.1210489242334157,0.220557128631305,0.0911479238312109,0.1228907284811132,0.2269517692604494,True,Daily Log Returns,"['AVGO', 'FANG', 'KR', 'GILD', 'EA', 'HRL', 'PANW', 'NFLX', 'LUV', 'NEM', 'BBY', 'VMC', 'DXCM', 'EXR', 'NOC', 'ENPH', 'FSLR', 'HIG', 'MGM', 'NI', 'VLO', 'TSLA', 'CI', 'AXON', 'SMCI', 'BLDR', 'MHK', 'LULU', 'INCY', 'AMD']",0.05457081178673156,0.07280694863316274,0.14709438734078623,0.002012938947588783,2.0505048594655126,7.592940202700195,-4.483986776134571,0.11391510629856876,0.2560111865291182,0.35242316501728393,9.41322782515511,0.22941186365058533,-0.031552760455820034,0.09056565587646866,0.13110879069683878,0.16395737924662185,0.22013345379105653,0.12220246423472168,30
2013-01-09,2016-01-11,2016-01-12,2017-01-12,0.0961633370688326,0.1280948827709933,0.2043312061237148,0.0886182673588651,0.1152545258166891,0.2084056113969296,0.0820493007582297,0.1098580695844493,0.2090613321864246,True,Daily Log Returns,"['KR', 'HPQ', 'FANG', 'BBY', 'NEM', 'EA', 'PANW', 'HIG', 'NOC', 'GILD', 'DXCM', 'HRL', 'MHK', 'LUV', 'AVGO', 'ENPH', 'NFLX', 'FSLR', 'MGM', 'NI', 'CI', 'TSLA', 'VLO', 'AXON', 'SMCI', 'BLDR', 'LULU', 'INCY', 'EXR', 'AMD']",0.043197884189536934,0.056659804231862766,0.11443753647577624,0.0014902029619210918,1.9230879157569267,7.607796565538268,-0.9640492728976167,0.1012181508301036,0.2597713306261391,0.36127172502812377,554.4843648163139,2.4099208155612217,-0.039677254270294136,0.08323412303493918,0.12232513087984698,0.15413286816556485,0.20989751496714695,0.11429182106132321,30
2013-01-10,2016-01-11,2016-01-12,2017-01-12,0.0961633370688326,0.1280948827709933,0.2043312061237148,0.0886182673588651,0.1152545258166891,0.2084056113969296,0.0827615605656006,0.1117868232233676,0.2090352394584894,True,Daily Log Returns,"['AVGO', 'FANG', 'KR', 'EA', 'GILD', 'SNA', 'PANW', 'HIG', 'NEM', 'CI', 'DXCM', 'HRL', 'MGM', 'LUV', 'COR', 'ENPH', 'NFLX', 'FSLR', 'NI', 'TSLA', 'MHK', 'LULU', 'VLO', 'AXON', 'SMCI', 'BLDR', 'BBY', 'EXR', 'INCY', 'AMD']",0.03189301913902306,0.041969816313752795,0.08679236034869403,0.001975824332837414,2.007613415498644,7.588583217486632,-0.9640492728976167,0.1012181508301036,0.2597713306261391,0.36127172502812377,554.4843648163139,2.4099208155612217,-0.039677254270294136,0.08323412303493918,0.12232513087984698,0.15413286816556485,0.20989751496714695,0.11429182106132321,30
2013-01-11,2016-01-11,2016-01-12,2017-01-12,0.0961633370688326,0.1280948827709933,0.2043312061237148,0.0886182673588651,0.1152545258166891,0.2084056113969296,0.0830238282370365,0.1119449593220177,0.2062997400694396,True,Daily Log Returns,"['AVGO', 'EA', 'KR', 'BBY', 'NEM', 'FANG', 'NOC', 'WFC', 'GILD', 'SNA', 'DXCM', 'COR', 'PANW', 'EXR', 'LUV', 'ENPH', 'NFLX', 'FSLR', 'TSLA', 'NI', 'MHK', 'CI', 'VLO', 'AXON', 'SMCI', 'BLDR', 'MGM', 'INCY', 'LULU', 'AMD']",0.03950557638197685,0.05216509108747019,0.10296095904924632,-0.00014376195193967683,2.072451062358478,7.595515364666986,-0.9640492728976167,0.1012181508301036,0.2597713306261391,0.36127172502812377,554.4843648163139,2.4099208155612217,-0.039677254270294136,0.08323412303493918,0.12232513087984698,0.15413286816556485,0.20989751496714695,0.11429182106132321,30
2013-01-14,2016-01-14,2016-01-15,2017-01-17,0.1168700806586623,0.1634658794804481,0.240096961884568,0.1077539319578986,0.1448836997126124,0.2477309171015653,0.1021134938479811,0.1427869336879525,0.2492994785451864,True,Daily Log Returns,"['FANG', 'SNA', 'AVGO', 'NOC', 'NEM', 'GILD', 'EA', 'WFC', 'EPAM', 'MHK', 'DXCM', 'HRL', 'CI', 'LUV', 'INCY', 'ENPH', 'NFLX', 'FSLR', 'BBY', 'TSLA', 'NI', 'MGM', 'VLO', 'COR', 'SMCI', 'AXON', 'BLDR', 'LULU', 'EXR', 'AMD']",0.06495732992540039,0.09060488280792026,0.16392574776311805,0.0011672288545118681,2.004064203919656,7.6299414670855095,-15.304609905340783,0.07688715447186714,0.1827690353378894,0.27170371369435437,3.2171150315623698,0.01285100075881262,-0.007862763358051538,0.11868175395430197,0.1601878372213527,0.1925888834210046,0.2509942951290472,0.15142783728174303,30
2013-01-15,2016-01-15,2016-01-19,2017-01-19,0.1130094922506103,0.1588964346918497,0.2320414789782008,0.1069779703927808,0.1443003915839966,0.2465355516003277,0.0969520125382824,0.1346191771036584,0.244412744014647,True,Daily Log Returns,"['FANG', 'NOC', 'AVGO', 'SNA', 'EPAM', 'EA', 'COR', 'WFC', 'DXCM', 'NEM', 'CI', 'HRL', 'BBY', 'LUV', 'LULU', 'ENPH', 'NFLX', 'FSLR', 'MGM', 'TSLA', 'GILD', 'NI', 'VLO', 'AXON', 'SMCI', 'BLDR', 'MHK', 'INCY', 'EXR', 'AMD']",0.0679432661287772,0.094642139957064,0.17253193327627483,0.0008655269101502342,2.0237547547760637,7.6166508449101435,-233.7077290490477,0.09038450579970404,0.20245489840325606,0.2867865002104825,2.2390521442139355,-0.89587607358194,-0.008368519592339512,0.11898861391989088,0.16103254251377785,0.19362210497738636,0.2503565827839671,0.1523856246067405,30
