,Start,End,Buy,Sell,DJI_Sharpe,DJI_Sortino,DJI_Return,SP500_Sharpe,SP500_Sortino,SP500_Return,Random_Sharpe,Random_Sortino,Random_Return,Scaled,k,KMeans_Sharpe,KMeans_Sortino,KMeans_Return
20,2013-01-31,2018-01-31,2018-02-01,2019-02-01,-0.014936532506710053,-0.018802452183878514,-0.04287748527029007,-0.0023369985106423785,-0.0029573721677939716,-0.006195249389923527,-0.00019468274744041892,-0.0003593094728430651,-6.690604268450681e-05,False,30,-0.0002082180912739421,-0.00026774591211283964,-0.0007782285860139097
21,2013-02-01,2018-02-01,2018-02-02,2019-02-04,-0.0038156137279131276,-0.004807333328200037,-0.011033745851678906,0.007259710141914733,0.009158728865886647,0.019377938675482913,0.008773800569930927,0.011096762638939113,0.02528264985294375,False,30,-0.014738014778726482,-0.020073804619545235,-0.05016320333777463
22,2013-02-04,2018-02-05,2018-02-06,2019-02-06,0.006810016798641985,0.008896928429893071,0.019168131804896116,0.01770601664475484,0.022950694337590016,0.04650866093252238,0.01880489536464383,0.024462736038798095,0.0527656534891222,False,30,-0.01624656199667998,-0.022626798924501354,-0.05354435581245425
23,2013-02-05,2018-02-05,2018-02-06,2019-02-06,0.006810016798641985,0.008896928429893071,0.019168131804896116,0.01770601664475484,0.022950694337590016,0.04650866093252238,0.02132798222938134,0.028016674294171186,0.060925383297666225,False,30,0.029755781494451825,0.0392484848597371,0.10485829650459158
24,2013-02-06,2018-02-06,2018-02-07,2019-02-07,0.003952478352241783,0.005189238673289417,0.011094516882372025,0.017427669842102828,0.022603374427517677,0.045765324430069046,0.017187074303377622,0.022352184710083288,0.04819731301755802,False,30,0.0026942524538537287,0.003472653209910612,0.007241378671395392
25,2013-02-07,2018-02-07,2018-02-08,2019-02-08,0.018787641273114247,0.025739571341678938,0.052214797689299666,0.034404357611238195,0.04647363253618845,0.08946747455075615,0.0338531091786001,0.04566136624059428,0.09369069966560567,False,30,0.009112537658886432,0.01369827336962242,0.030373136312543556
26,2013-02-08,2018-02-08,2018-02-09,2019-02-11,0.012967365606623477,0.0177408726410516,0.03564187237566166,0.03099484684370653,0.04176320545218519,0.08004622473189908,0.03025540933590744,0.04085136772156327,0.08458997420117528,False,30,0.007458472058603428,0.011172003714717434,0.02452579898349398
27,2013-02-11,2018-02-12,2018-02-13,2019-02-13,0.013334684671299661,0.018228746215687527,0.03663976677068876,0.030520255497443284,0.04111797800347879,0.07876207569569556,0.03083164665851755,0.041484585884334964,0.08503793605280562,False,30,0.01725096598273512,0.024102523107992716,0.05639022390079919
28,2013-02-12,2018-02-12,2018-02-13,2019-02-13,0.013334684671299661,0.018228746215687527,0.03663976677068876,0.030520255497443284,0.04111797800347879,0.07876207569569556,0.028366906273503124,0.038194978657702966,0.0783823822548473,False,30,0.0020119970675184506,0.002821308810600286,0.006342978746102471
29,2013-02-13,2018-02-13,2018-02-14,2019-02-14,0.00805029741626169,0.011022858308311607,0.021929443621014438,0.024704751268384336,0.03312646229594025,0.06298314120566248,0.024483594859987825,0.03271776792631659,0.06827771367634183,False,30,0.0001772852637003289,0.0002349792358893593,0.000506428880905835
30,2013-02-14,2018-02-14,2018-02-15,2019-02-15,0.009897126466934976,0.01358641048436435,0.027098049856505543,0.024675424256780987,0.03308599162664152,0.06290382368630804,0.027450406662956516,0.03657553442551476,0.07515858025918475,False,30,0.0008835451502095799,0.0012783045001028223,0.0027201232057912418
31,2013-02-15,2018-02-15,2018-02-16,2019-02-19,0.009733434854009442,0.01336161345592406,0.026643772774271525,0.023095420300172788,0.03095187514239773,0.05874538415635146,0.025147165059153376,0.03341579546043883,0.06894581935756998,False,30,0.013567406395764875,0.018186164806342737,0.03916371382606329
32,2013-02-19,2018-02-20,2018-02-21,2019-02-21,0.015426408522866857,0.021021855749933233,0.042457493870537016,0.026227325021524722,0.034952344082261076,0.06692205240903197,0.027137957132899876,0.036077285764597185,0.07515590855591282,False,30,0.024403781281100344,0.03294913437089214,0.08140440028448759
33,2013-02-20,2018-02-20,2018-02-21,2019-02-21,0.015426408522866857,0.021021855749933233,0.042457493870537016,0.026227325021524722,0.034952344082261076,0.06692205240903197,0.029999920156407997,0.03992463791678763,0.08319603867266791,False,30,0.024403781281100344,0.03294913437089214,0.08140440028448759
34,2013-02-21,2018-02-21,2018-02-22,2019-02-22,0.01556031550983191,0.021206111932931076,0.042837492831037834,0.029882783147891598,0.039819881941301205,0.07668361672011507,0.027225553560195122,0.03633819842431721,0.07523149907811746,False,30,-0.0023679605392530664,-0.003128074388317307,-0.006623331666772152
35,2013-02-22,2018-02-22,2018-02-23,2019-02-25,0.01132351154782866,0.015383144852997284,0.030895270094295615,0.02462236626595901,0.03276002797352472,0.06259755043417435,0.02401134742370776,0.03206322239063709,0.06526680675954377,False,30,-0.014357175832352385,-0.01912696913598868,-0.040592242799960356
36,2013-02-25,2018-02-26,2018-02-27,2019-02-27,0.00838367274949981,0.011316074631169034,0.022634010085369374,0.027594466776067784,0.03650711810314189,0.07005056104239024,0.029795104630082222,0.04002338928021529,0.08191649324254291,False,30,0.00709456941483991,0.009286718677947154,0.020952697086198267
37,2013-02-26,2018-02-26,2018-02-27,2019-02-27,0.00838367274949981,0.011316074631169034,0.022634010085369374,0.027594466776067784,0.03650711810314189,0.07005056104239024,0.029890463042896574,0.03979787856828622,0.08059824477563497,False,30,0.009659100497597422,0.012718520021014491,0.02895421487231055
38,2013-02-27,2018-02-27,2018-02-28,2019-02-28,0.013093735523515247,0.017630869478000244,0.03543064935875676,0.028210466072379495,0.03729361425197415,0.07163938726795241,0.030072252454193257,0.04025540997126271,0.08162824723244516,False,30,0.007059737622982979,0.00934445588921363,0.022462198055383128
39,2013-02-28,2018-02-28,2018-03-01,2019-03-01,0.02116312997079457,0.028395126693963893,0.05759441540253264,0.03507355788540542,0.046114110827722404,0.08970358817388059,0.04203236174218351,0.05555783007312961,0.11527196922910568,False,30,0.034449453975571365,0.046815261002577165,0.12166757404773976
40,2013-03-01,2018-03-01,2018-03-02,2019-03-04,0.01922093591528418,0.025860742188292724,0.052228652761769086,0.030387894459421555,0.04013026505889447,0.0772806276271214,0.029013101677944735,0.03860421480640708,0.07927348068332368,False,30,-0.004816885860891608,-0.006627320585479976,-0.014878567196109967
41,2013-03-04,2018-03-05,2018-03-06,2019-03-06,0.011822350530177725,0.01593083516339541,0.03172070477617776,0.019968424943632615,0.02646741752608677,0.050009720281383216,0.023003792007529965,0.030597698962894212,0.06260036308772216,False,30,-0.015945746213565943,-0.022262652862160715,-0.04813702804598617
42,2013-03-05,2018-03-05,2018-03-06,2019-03-06,0.011822350530177725,0.01593083516339541,0.03172070477617776,0.019968424943632615,0.02646741752608677,0.050009720281383216,0.02451519547802074,0.03276826121383893,0.0663059937455097,False,30,-0.014811679753475452,-0.020616867774852037,-0.04461551952139735
43,2013-03-06,2018-03-06,2018-03-07,2019-03-07,0.010110006961748973,0.013655201683823986,0.027090091457940498,0.01672797016487974,0.022274296280132055,0.04174997630969347,0.019497699950393004,0.026198953488921557,0.05234937628550758,False,30,-0.013976048090701708,-0.01919465262141109,-0.044027817929908855
44,2013-03-07,2018-03-07,2018-03-08,2019-03-08,0.008341797473877512,0.011274554218036114,0.02229462117306071,0.01362249655162843,0.018190207433116213,0.03386541412451133,0.015908518909814418,0.021487213802320132,0.0418429526661525,False,30,-0.024122934456572404,-0.03222683138937966,-0.07182107729222295
45,2013-03-08,2018-03-08,2018-03-09,2019-03-11,0.004697479654861294,0.006320912872385736,0.012438579733005939,0.01177004274231359,0.01567279853156626,0.02911114287764678,0.009137325169615166,0.012274787965742145,0.0236212932675572,False,30,-0.02422761132670469,-0.03236150493122526,-0.07211012151758524
46,2013-03-11,2018-03-12,2018-03-13,2019-03-13,0.010437265812617441,0.01396254203823112,0.027826629059532402,0.017236162265334986,0.0228735551761199,0.042940438950886055,0.015310518931137853,0.020316057468720162,0.04069153717712549,False,30,-0.008817121385666737,-0.01172849608311235,-0.02732950504280419
47,2013-03-12,2018-03-12,2018-03-13,2019-03-13,0.010437265812617441,0.01396254203823112,0.027826629059532402,0.017236162265334986,0.0228735551761199,0.042940438950886055,0.018334857166190256,0.024298980798898872,0.04771106755689845,False,30,-0.015598398152364603,-0.020740358963884598,-0.0471399359916454
48,2013-03-13,2018-03-13,2018-03-14,2019-03-14,0.014372539388373932,0.019116115708440733,0.03844477470577242,0.019058711286216865,0.025194281205933627,0.04755764871992024,0.02281702940679862,0.030394124310199853,0.0603049698862714,False,30,-0.014922071474717162,-0.01981945568977597,-0.04513184736912868
49,2013-03-14,2018-03-14,2018-03-15,2019-03-15,0.014649986364445016,0.019487677945514047,0.039206493063304135,0.02134820039915299,0.02819327649296434,0.05343722525415462,0.02191946948118312,0.02911522142324193,0.059457319969467716,False,30,-0.013765403980659823,-0.018220779693420685,-0.04154796309426023
50,2013-03-15,2018-03-15,2018-03-16,2019-03-18,0.014496579724374086,0.019282881163921784,0.03878658188422369,0.021588616656802093,0.028513734766012076,0.05406074990022846,0.018594530634597452,0.02474382118205176,0.04925099266402578,False,30,0.0007513888826641419,0.001010964077650997,0.0022334696617207356
51,2013-03-18,2018-03-19,2018-03-20,2019-03-20,0.015424755297016484,0.020517608116288714,0.041185315238221464,0.022406176025047717,0.02955586255457997,0.05608914943517251,0.024546065019856865,0.032581911095224875,0.06541544442332196,False,30,-0.0008551461770135641,-0.0011465633810023767,-0.002530783630919008
52,2013-03-19,2018-03-19,2018-03-20,2019-03-20,0.015424755297016484,0.020517608116288714,0.041185315238221464,0.022406176025047717,0.02955586255457997,0.05608914943517251,0.023765639167382852,0.03138043617781585,0.06405805856935547,False,30,-0.007265048618758273,-0.009625655365643011,-0.02254322709456494
53,2013-03-20,2018-03-20,2018-03-21,2019-03-21,0.019303177167876898,0.02565769875597589,0.05186707364040052,0.02749364433996212,0.036344234409423255,0.06945931058378163,0.03153453483571172,0.04211109916720044,0.0851283172635644,False,30,-0.013766652184531237,-0.018440881988369393,-0.04308145876271538
54,2013-03-21,2018-03-21,2018-03-22,2019-03-22,0.024102627627460592,0.03258176450773652,0.0644643433628665,0.02948668178274295,0.03924327742346838,0.07434609296789749,0.029434928468582595,0.03946638327103927,0.07991977171340134,False,30,0.0003136419942826146,0.00041301892353227655,0.0009950435006990503
55,2013-03-22,2018-03-22,2018-03-23,2019-03-25,0.03141776432091905,0.04235939574790204,0.08429074351244809,0.03835358777999363,0.05093949260689533,0.0970453735459105,0.04051057387485122,0.05429244170222405,0.11052277995213151,False,30,-0.01000860263386804,-0.01448363715609811,-0.031601203071884076
56,2013-03-25,2018-03-26,2018-03-27,2019-03-27,0.02826955376791627,0.03744391248280316,0.07410094417194127,0.036546339964630824,0.04792242238291895,0.09063346186839272,0.037479216021247395,0.04966917004286985,0.10074185527268337,False,30,0.006639053373823777,0.008781790274229342,0.01946305478076878
57,2013-03-26,2018-03-26,2018-03-27,2019-03-27,0.02826955376791627,0.03744391248280316,0.07410094417194127,0.036546339964630824,0.04792242238291895,0.09063346186839272,0.03579085291154202,0.047636969986350385,0.09636883094861838,False,30,0.006639053373823777,0.008781790274229342,0.01946305478076878
58,2013-03-27,2018-03-27,2018-03-28,2019-03-28,0.02983278398679698,0.03949708041518843,0.07837169178284299,0.03994990445397028,0.05220936493940494,0.09948292475111839,0.037173668942140865,0.04888963622194798,0.09968320088162055,False,30,0.014032249246224654,0.018466744586044893,0.04148369502103647
59,2013-03-28,2018-03-28,2018-03-29,2019-03-29,0.028892038075560865,0.03821803930915288,0.07574003354079706,0.03937246708941954,0.05142993861123817,0.09792731990598738,0.04190790106073847,0.05492471688780622,0.11282402175719387,False,30,-0.00442499360983962,-0.005715397361511623,-0.01326636517054747
60,2013-04-01,2018-04-02,2018-04-03,2019-04-03,0.03468986807049373,0.045785525355381905,0.09090578850360989,0.04807018777172102,0.06250129197607043,0.11998919259572083,0.044384460421329264,0.05907693613523143,0.12121553754511952,False,30,0.016952583039887857,0.022475799174577333,0.05626949810282006
61,2013-04-02,2018-04-02,2018-04-03,2019-04-03,0.03468986807049373,0.045785525355381905,0.09090578850360989,0.04807018777172102,0.06250129197607043,0.11998919259572083,0.04609025957506472,0.06084500546459332,0.12472309355590211,False,30,0.01744021160458959,0.02311260842197694,0.05789229740594733
62,2013-04-03,2018-04-03,2018-04-04,2019-04-04,0.03343403627138873,0.04408434056710768,0.08738475908456692,0.04378120374712276,0.05674482644310229,0.10836081160594077,0.04908781118589339,0.06501100263999464,0.12889205709492876,False,30,0.011283642200126938,0.014898678572801586,0.035927323903216554
63,2013-04-04,2018-04-04,2018-04-05,2019-04-05,0.030155750775340533,0.03968959806052689,0.0783412463208374,0.04329222868379937,0.05609286963073529,0.10705145720088462,0.04618814077032495,0.06098288112050082,0.12286381949749943,False,30,0.011655730264772403,0.015393828414741021,0.037143259627566684
64,2013-04-05,2018-04-05,2018-04-06,2019-04-08,0.038777724767839576,0.05146107959572821,0.10062607861396836,0.053815305286389545,0.07003164344374149,0.13304191103185642,0.053236934080049494,0.07030270658769731,0.141763316181051,False,30,0.045650479054167796,0.05721117580841991,0.14846481286685936
65,2013-04-08,2018-04-09,2018-04-10,2019-04-10,0.028137038187135425,0.03730916764633446,0.07166339545435922,0.046205795410964395,0.06020116280159007,0.11280358875308348,0.05379619639646318,0.07148509045714141,0.1409681996668814,False,30,0.017779009654109026,0.02324384557101357,0.05629260585280449
66,2013-04-09,2018-04-09,2018-04-10,2019-04-10,0.028137038187135425,0.03730916764633446,0.07166339545435922,0.046205795410964395,0.06020116280159007,0.11280358875308348,0.044623072963469575,0.05974085813490444,0.11726309898737529,False,30,0.010631069719418705,0.013804797955147101,0.03447518938503595
67,2013-04-10,2018-04-10,2018-04-11,2019-04-11,0.031630833602382405,0.04173666265755724,0.08076254836698399,0.050186024915401146,0.06502266097827002,0.12296854833351581,0.047301865700606106,0.06245335133993253,0.12593239881691753,False,30,0.0382632201183638,0.04860248364413526,0.11977073067840838
68,2013-04-11,2018-04-11,2018-04-12,2019-04-12,0.03091599831953174,0.04075965726057987,0.07879941177418498,0.05078862508642308,0.06582149525370987,0.12456971249733373,0.04961192838668316,0.06550246530692949,0.133391211140479,False,30,0.01015926973506614,0.013350904768204469,0.030672661279768303
69,2013-04-12,2018-04-12,2018-04-13,2019-04-15,0.03256058509635552,0.04279599447792123,0.08311236529448401,0.051763860709106935,0.06690900235066022,0.12708441870878587,0.046666323366237966,0.06153320708389581,0.12583826519614214,False,30,0.013105925915332302,0.016936613953033256,0.039424874928557924
70,2013-04-15,2018-04-16,2018-04-17,2019-04-17,0.02655791553456142,0.034827388883114,0.06708891630166999,0.0380802575167607,0.04942354135809681,0.09166279775657417,0.04165023666086484,0.055146560220765514,0.1071067786783104,False,30,-0.007291677121056586,-0.009393089264711892,-0.020840872075160742
71,2013-04-16,2018-04-16,2018-04-17,2019-04-17,0.02655791553456142,0.034827388883114,0.06708891630166999,0.0380802575167607,0.04942354135809681,0.09166279775657417,0.03861837702650058,0.05120564507319014,0.10114926694527564,False,30,0.0005298291368234402,0.000687543611169885,0.0015811993669077008
72,2013-04-17,2018-04-17,2018-04-18,2019-04-18,0.028884951827467798,0.03781316618190628,0.07319636347909701,0.038678165496044754,0.05021137794002803,0.09319002646911301,0.03795762898217805,0.050401640678546744,0.09779486073027156,False,30,0.0037174037248389664,0.004903678959422792,0.011339143199172605
73,2013-04-18,2018-04-18,2018-04-19,2019-04-22,0.029519944802823297,0.038596172476629755,0.0748497199650566,0.04290885000144556,0.05538788308424734,0.1037784024959026,0.03903403970132504,0.05170075665870336,0.10166605600103278,False,30,0.0014062447208401517,0.001792489057089108,0.003955070306573481
74,2013-04-19,2018-04-19,2018-04-20,2019-04-22,0.03299826406389316,0.04298228270897958,0.08372302650094511,0.04614898221603253,0.05933229458812454,0.11164648366085325,0.04395223383851422,0.057846246146173314,0.11522484884923052,False,30,0.039350246936160314,0.051782789934981435,0.10714528605099326
75,2013-04-22,2018-04-23,2018-04-24,2019-04-24,0.04201362634175395,0.054712818677814426,0.107097315483984,0.056272330092347375,0.07201082604044454,0.137336255940737,0.05557493978097333,0.07314490277382774,0.146137767374579,False,30,0.051238268782535186,0.0675844495463975,0.140320440443471
76,2013-04-23,2018-04-23,2018-04-24,2019-04-24,0.04201362634175395,0.054712818677814426,0.107097315483984,0.056272330092347375,0.07201082604044454,0.137336255940737,0.056236685222352964,0.074066658514174,0.1475010088886661,False,30,0.050298415291787794,0.06579348596077876,0.14376447414946228
77,2013-04-24,2018-04-24,2018-04-25,2019-04-25,0.03886646154800912,0.050850568925677374,0.09874882825054188,0.05384472671085198,0.06915739655350027,0.13107632999438154,0.052019701449263135,0.0685250195040012,0.13762362838100733,False,30,0.024891332883711287,0.03249815641324738,0.06798510274649093
78,2013-04-25,2018-04-25,2018-04-26,2019-04-26,0.03612884125972671,0.04718474881028136,0.09131482614924968,0.052399000661500675,0.06721497594354918,0.1272280856948637,0.05317306511923519,0.07021183952800261,0.13830895283207656,False,30,0.012919751772132722,0.016919458572693568,0.0398344725599796
79,2013-04-26,2018-04-26,2018-04-27,2019-04-29,0.03649118816516072,0.047608548306897695,0.09227031759183034,0.051726337715660424,0.06638055514949676,0.12549559331716184,0.049629677701799005,0.06496711153450115,0.1310663747505746,False,30,0.026825545987024472,0.0349122188090339,0.0831901964837823
80,2013-04-29,2018-04-30,2018-05-01,2019-05-01,0.03818187112317373,0.04966171470391153,0.09672952951174653,0.05281731557771695,0.0678072208405172,0.1283718345825596,0.047496550657036736,0.06268165913907069,0.1249648209704193,False,30,0.0300627515000993,0.037289076526948,0.09329600433935667
81,2013-04-30,2018-04-30,2018-05-01,2019-05-01,0.03818187112317373,0.04966171470391153,0.09672952951174653,0.05281731557771695,0.0678072208405172,0.1283718345825596,0.05035852773667715,0.06590074878887904,0.1324171717070452,False,30,0.0300627515000993,0.037289076526948,0.09329600433935667
82,2013-05-01,2018-05-01,2018-05-02,2019-05-02,0.039288820189625116,0.05104310120418556,0.0995950068532906,0.05789985619246024,0.07387196190742426,0.14130997914775875,0.05812240503098704,0.07598170252865184,0.1534809848066388,False,30,0.031980527119313484,0.04353247897972268,0.09331946009356837
83,2013-05-02,2018-05-02,2018-05-03,2019-05-03,0.042243601770884744,0.05494106925073062,0.10759643320644222,0.061356103695828154,0.07841117018140967,0.1506172821485465,0.0561853625399919,0.07351820320452877,0.15220140365691426,False,30,0.0408869287298317,0.05538100001457707,0.1408217501710536
84,2013-05-03,2018-05-03,2018-05-04,2019-05-06,0.03563592430910766,0.046306280527134445,0.0896844854116413,0.05580777186674421,0.07136455755138114,0.13579160442999524,0.05337843380540564,0.0696006173597374,0.14044522158348152,False,30,0.04316198555655221,0.057221316024056675,0.12692136932264222
85,2013-05-06,2018-05-07,2018-05-08,2019-05-08,0.02632330429660494,0.03425854478835061,0.06597312087109262,0.04717940842956655,0.06055065705563473,0.11451014575835014,0.05218727469388517,0.06832520978737738,0.13521098423984546,False,30,0.03784998498890241,0.049012826392151806,0.1177463606143672
86,2013-05-07,2018-05-07,2018-05-08,2019-05-08,0.02632330429660494,0.03425854478835061,0.06597312087109262,0.04717940842956655,0.06055065705563473,0.11451014575835014,0.04122069915011983,0.05401989834236062,0.10996040609513075,False,30,0.015590520861633796,0.020338601503721486,0.04690312798805009
87,2013-05-08,2018-05-08,2018-05-09,2019-05-09,0.021049407532807003,0.027495483750036798,0.05239149499672921,0.044260100044806384,0.056743603569466956,0.10693895669959398,0.0439471998313041,0.05756529517147426,0.11433472126126981,False,30,0.0016114054612742885,0.0022336041819042175,0.004164486946888053
88,2013-05-09,2018-05-09,2018-05-10,2019-05-10,0.019587660368648393,0.025562475660633247,0.04862015882824165,0.0438991340421327,0.05627046867970692,0.10600162106419353,0.04202327067960068,0.05541950573939421,0.10922951584655474,False,30,0.021766430157444783,0.027966165967327455,0.06766015268888757
89,2013-05-10,2018-05-10,2018-05-11,2019-05-13,0.008026451441908855,0.010413949563651789,0.01988711422191064,0.03151551710146624,0.040095924328640974,0.07611422758561641,0.034201061145617995,0.0444632968072179,0.08931898312153462,False,30,0.013248393265924596,0.01704856743175304,0.041001852830883624
90,2013-05-13,2018-05-14,2018-05-15,2019-05-15,0.015241043228248458,0.019696531602068197,0.03811194621335145,0.04159082057689057,0.05264023671710058,0.10167552804682266,0.03893925823111735,0.050343841642176576,0.10205097024779616,False,30,0.020588008786275504,0.026243985562064788,0.06719067370565873
91,2013-05-14,2018-05-14,2018-05-15,2019-05-15,0.015241043228248458,0.019696531602068197,0.03811194621335145,0.04159082057689057,0.05264023671710058,0.10167552804682266,0.03978869592749123,0.05140652557609804,0.10382118840196722,False,30,0.020588008786275504,0.026243985562064788,0.06719067370565873
92,2013-05-15,2018-05-15,2018-05-16,2019-05-16,0.017584880094300398,0.022754638415886038,0.044158145458823635,0.043920029863774274,0.0556812133786683,0.10785546648701239,0.04042355198507416,0.052843135276917017,0.10785060554190062,False,30,0.024229915701434502,0.030980974372521293,0.0797908714910225
