,Unnamed: 0,Start,End,Buy,Sell,DJI_Sharpe,DJI_Sortino,DJI_Return,SP500_Sharpe,SP500_Sortino,SP500_Return,Random_Sharpe,Random_Sortino,Random_Return,Scaled,k,KMeans_Sharpe,KMeans_Sortino,KMeans_Return
253,253,2014-01-03,2019-01-03,2019-01-04,2020-01-06,0.1086174070709371,0.1326820120051215,0.2249043947971032,0.1668804232065139,0.2103614276052293,0.3578583466701972,0.1518655697378559,0.1998263253952686,0.3707987025602684,True,30,0.15892697264927988,0.24610219861753577,0.5102832764788257
254,254,2014-01-06,2019-01-07,2019-01-08,2020-01-08,0.1015978398117407,0.1243787803836998,0.2084141338320644,0.1590050323579304,0.1997771768077783,0.3365292159723423,0.1425953755028566,0.1869304031819813,0.3381743644740645,True,30,0.147312935113258,0.22396323645630578,0.429082106174166
255,255,2014-01-07,2019-01-07,2019-01-08,2020-01-08,0.1015978398117407,0.1243787803836998,0.2084141338320644,0.1590050323579304,0.1997771768077783,0.3365292159723423,0.1416296082296965,0.1859460061811387,0.3407480860033923,True,30,0.13891691611842094,0.2117481295844919,0.4344605497489212
256,256,2014-01-08,2019-01-08,2019-01-09,2020-01-09,0.1033464573994371,0.126675221123628,0.2126452496047597,0.1589288578098166,0.1996710403680843,0.3363232594221291,0.1382938591859615,0.1817828951903203,0.3325254161362898,True,30,0.14424549078881438,0.21912054211966736,0.41230382865510373
257,257,2014-01-09,2019-01-09,2019-01-10,2020-01-10,0.0980932628098036,0.1208323514846389,0.200894329498218,0.1540551453010429,0.193663910521914,0.3238833322125821,0.1332972398693875,0.1758586801378789,0.320127434482493,True,30,0.1303370764783388,0.19794871084334945,0.38069968895875245
258,258,2014-01-10,2019-01-10,2019-01-11,2020-01-13,0.0997592426780302,0.122759204533587,0.2046637754451719,0.1570650405911656,0.1976939478971706,0.331635420755863,0.1371132285060708,0.1799824153585524,0.3277082997066257,True,30,0.12503759643132178,0.19118721977947634,0.3678112524250587
259,259,2014-01-13,2019-01-14,2019-01-15,2020-01-15,0.1006530686438432,0.1231257377401425,0.2062958311684327,0.1579902800551485,0.197351390801229,0.3324986492145815,0.1365812536068748,0.1778444493747014,0.3255256104723562,True,30,0.1402921687649078,0.21385137059652692,0.41295347911800967
260,260,2014-01-14,2019-01-14,2019-01-15,2020-01-15,0.1006530686438432,0.1231257377401425,0.2062958311684327,0.1579902800551485,0.197351390801229,0.3324986492145815,0.1335901943615865,0.173983884744536,0.3215054459310822,True,30,0.12449344589912661,0.18282012120258578,0.345383722399153
261,261,2014-01-15,2019-01-15,2019-01-16,2020-01-16,0.1022598171925205,0.1252948513555784,0.2102882137306675,0.1610837880850848,0.2015206867473678,0.3406040271200575,0.1391180802304781,0.1813798640294599,0.3360347518337145,True,30,0.14172239582029397,0.21061800084896254,0.42423618083184766
262,262,2014-01-16,2019-01-16,2019-01-17,2020-01-17,0.0997127904715194,0.1220205350044578,0.2042667071448899,0.1576356458122973,0.1966975233495205,0.3312319420696872,0.1392131975723092,0.18345743826923,0.3315307156016685,True,30,0.13831226499055319,0.20527046275348604,0.4068123665870279
263,263,2014-01-17,2019-01-17,2019-01-18,2020-01-21,0.0900159983060625,0.110133599052719,0.1817220886173065,0.1498362642346997,0.1868484326661792,0.3109109130466345,0.132764948017231,0.1742930655356187,0.3105590930829209,True,30,0.142129034804171,0.21026479858416863,0.4134287113177474
264,264,2014-01-21,2019-01-22,2019-01-23,2020-01-23,0.092913234323292,0.1133573907932022,0.1865454813932476,0.1600291216874685,0.198972676436666,0.3321909388448947,0.1372669639892222,0.1788000984194841,0.3251507838695388,True,30,0.13010827174437628,0.18191515374445189,0.33387799661907064
265,265,2014-01-22,2019-01-22,2019-01-23,2020-01-23,0.092913234323292,0.1133573907932022,0.1865454813932476,0.1600291216874685,0.198972676436666,0.3321909388448947,0.1342351382183566,0.1738026910533572,0.3218263372222125,True,30,0.1649378812239119,0.21782771367170276,0.44139529314549014
266,266,2014-01-23,2019-01-23,2019-01-24,2020-01-24,0.0900904590364048,0.1103626190968299,0.1806885849698904,0.151731438907775,0.1898564651703539,0.3139227710596592,0.1329415069640224,0.173976143729807,0.3145514775248325,True,30,0.14171117385652668,0.1964157416046256,0.3347531730621811
267,267,2014-01-24,2019-01-24,2019-01-25,2020-01-27,0.0768497670629922,0.0940534582520211,0.1535582718524085,0.1379026305385307,0.1725050173406649,0.2839085002665072,0.1181827709451863,0.1542041932704343,0.2774011329845104,True,30,0.13327213060154883,0.20048980583685808,0.4126697995487371
268,268,2014-01-27,2019-01-28,2019-01-29,2020-01-29,0.0841644932904578,0.1024596114529715,0.169019319917298,0.1398848670518335,0.1757714418576146,0.289638781526486,0.1231899786486405,0.1600596089611442,0.2835257343961015,True,30,0.1346538966656342,0.20033715644934458,0.423180023418459
269,269,2014-01-28,2019-01-28,2019-01-29,2020-01-29,0.0841644932904578,0.1024596114529715,0.169019319917298,0.1398848670518335,0.1757714418576146,0.289638781526486,0.1231006858093781,0.1601894479118598,0.2931361770766644,True,30,0.1387447569048649,0.20931108410154195,0.44007525305971756
270,270,2014-01-29,2019-01-29,2019-01-30,2020-01-30,0.0778364517920926,0.0938003688207159,0.1536918525301523,0.1350506276950152,0.1688694632196611,0.2768220043259505,0.1206258492321949,0.1583077787284746,0.2807085940863545,True,30,0.10879860039763542,0.13511520814824846,0.2498514844426093
271,271,2014-01-30,2019-01-30,2019-01-31,2020-01-31,0.0655237830716767,0.0781913828666379,0.1302560947875015,0.1172638681016886,0.1450238596151435,0.2400980671936573,0.1030454683813539,0.1338360642960936,0.2407103732408842,True,30,0.12321124098623576,0.18225271443403046,0.3893420233631128
272,272,2014-01-31,2019-01-31,2019-02-01,2020-02-03,0.0668265339826357,0.0797942665810303,0.1330966517443857,0.1196133132543042,0.1481484831443072,0.2458610120160622,0.1050804354157412,0.1358827123901941,0.240935904576812,True,30,0.12522963199481177,0.18519205489680943,0.3968518976925634
273,273,2014-02-03,2019-02-04,2019-02-05,2020-02-05,0.0749922934858322,0.0907257935737055,0.152660295396911,0.1254473055915515,0.1565572613393966,0.2615032271746798,0.1154051370224902,0.1494323846326649,0.2674751815791319,True,30,0.13222834179426998,0.1954470340800447,0.42404957240994096
274,274,2014-02-04,2019-02-04,2019-02-05,2020-02-05,0.0749922934858322,0.0907257935737055,0.152660295396911,0.1254473055915515,0.1565572613393966,0.2615032271746798,0.1088154097360216,0.1424475203705971,0.2583228450686349,True,30,0.11704851142266022,0.1684309857403949,0.33119430366041935
275,275,2014-02-05,2019-02-05,2019-02-06,2020-02-06,0.0770221619800243,0.0930235234865115,0.1571256986819985,0.1275858162225602,0.1586121344217414,0.2663843208225931,0.1134269929599675,0.1484136388439656,0.2674622987837615,True,30,0.12357204824905772,0.1775187439140167,0.34890000326361675
276,276,2014-02-06,2019-02-06,2019-02-07,2020-02-07,0.0765878501002471,0.0924890090233751,0.156259595575286,0.1258358927831798,0.1567127753369362,0.2626720263914333,0.1101503258254091,0.1427441524937416,0.2575590268486198,True,30,0.12604989398439906,0.18465693582045617,0.36095711042284406
277,277,2014-02-07,2019-02-07,2019-02-08,2020-02-10,0.0810091437089899,0.0975544376057865,0.1661130966332958,0.1279510744310108,0.1594938142448455,0.2679089585110881,0.1191003882953974,0.1560635828006257,0.2853944621560366,True,30,0.10644150179003357,0.1361691905210587,0.24126406802311326
278,278,2014-02-10,2019-02-11,2019-02-12,2020-02-12,0.0796335303084067,0.0952273283332317,0.1622630039094364,0.1268875839368646,0.1576817149475328,0.2644941620069322,0.1130694112049955,0.1473767883887249,0.2695633773854013,True,30,0.10494228035601984,0.1348799262560769,0.2422479132135729
279,279,2014-02-11,2019-02-11,2019-02-12,2020-02-12,0.0796335303084067,0.0952273283332317,0.1622630039094364,0.1268875839368646,0.1576817149475328,0.2644941620069322,0.1136206876359387,0.1472241888518453,0.2668142359840368,True,30,0.12264557554414579,0.17298033335706953,0.34007260335465317
280,280,2014-02-12,2019-02-12,2019-02-13,2020-02-13,0.0748695580722304,0.0899606835439382,0.1519007193217024,0.1269503383365107,0.1577608502533031,0.2646430956946313,0.1083500367856411,0.1396561584259386,0.2514805220616558,True,30,0.08899749835667219,0.10833209546828383,0.22820172821062504
281,281,2014-02-13,2019-02-13,2019-02-14,2020-02-14,0.076625929749149,0.09177634899488,0.1556125896048266,0.1283442238487941,0.1595275667409884,0.2679726505467656,0.1133589872783172,0.1473969472615865,0.2617111598513695,True,30,0.1037281611564871,0.14324394780172367,0.27384831505816354
282,282,2014-02-14,2019-02-14,2019-02-15,2020-02-18,0.0650269851472738,0.0775727020132094,0.1293863580935547,0.1211061610768632,0.1505272834148277,0.2500844127444583,0.0987219012285282,0.1266761327485265,0.2271165133611759,True,30,0.08985282718042681,0.10850642966273637,0.2207272488355341
283,283,2014-02-18,2019-02-19,2019-02-20,2020-02-20,0.0632632992106236,0.0758919759596828,0.1258182062272132,0.1222988797830519,0.1521069020041797,0.2529299455639972,0.1023207275389172,0.1334165432005539,0.2419353372556148,True,30,0.14611915366219896,0.18743995564816093,0.3321678171320849
284,284,2014-02-19,2019-02-19,2019-02-20,2020-02-20,0.0632632992106236,0.0758919759596828,0.1258182062272132,0.1222988797830519,0.1521069020041797,0.2529299455639972,0.1037422665488941,0.1351506089082365,0.2443986686841993,True,30,0.08549232579286004,0.11081564692894785,0.18240056637887356
285,285,2014-02-20,2019-02-20,2019-02-21,2020-02-21,0.06112192282832,0.0734362319467508,0.121535884906097,0.1185484484899816,0.1478431434740102,0.2451513871723708,0.099185867582891,0.1294092921545017,0.2330588754574145,True,30,0.0905244171917114,0.12098603765453932,0.23409156239503656
286,286,2014-02-21,2019-02-21,2019-02-22,2020-02-24,0.0364349504528029,0.0415841159722219,0.0741012704783442,0.0956611338825699,0.115170767661812,0.2000950479776586,0.0858103404276688,0.1095670535403144,0.2010317959175915,True,30,0.0965888896776244,0.12585989101239828,0.2621985937089053
287,287,2014-02-24,2019-02-25,2019-02-26,2020-02-26,0.016731129934788,0.0186788013723591,0.0345233728330887,0.074266934208582,0.0865750932336411,0.15821891381412,0.0669905095804663,0.0831422106026532,0.1612206596559096,True,30,0.0358848505898404,0.04280151517620478,0.08535409428319095
288,288,2014-02-25,2019-02-25,2019-02-26,2020-02-26,0.016731129934788,0.0186788013723591,0.0345233728330887,0.074266934208582,0.0865750932336411,0.15821891381412,0.0589632123273157,0.072765468271095,0.1399813367774289,True,30,0.09748601524999241,0.11627968053442668,0.2566383001049591
289,289,2014-02-26,2019-02-26,2019-02-27,2020-02-27,-0.003924335813241,-0.0041400425762636,-0.0084093971303633,0.0531492981289832,0.0594341878533376,0.116053161812029,0.0484937716872109,0.0576056185084398,0.1189063360280566,True,30,0.08685363284414846,0.11610552375558525,0.2515260256886231
290,290,2014-02-27,2019-02-27,2019-02-28,2020-02-28,-0.0091280569721221,-0.0096540368616169,-0.0195493372819879,0.0502222575315291,0.056229666965196,0.1096657856150041,0.0405279345256202,0.0482227089205782,0.0990214543131908,True,30,0.04930152905278916,0.056830348909597005,0.12320072822814426
291,291,2014-02-28,2019-02-28,2019-03-01,2020-03-02,0.0111571869178983,0.0125569613274625,0.0260121289475888,0.0631472708498878,0.0736416654334948,0.1460045619514109,0.0554391071606903,0.0682912815171813,0.1446287144141298,True,30,0.07771058245488778,0.09859640663354283,0.21963286983429572
292,292,2014-03-03,2019-03-04,2019-03-05,2020-03-05,0.0048036025682339,0.0054196821775749,0.0121925422661554,0.0565724930429566,0.0666789305859208,0.1422242062291729,0.0522164777326198,0.0644705422228461,0.1437836469340949,True,30,0.03213439411457387,0.03806909144324397,0.092837362811635
293,293,2014-03-04,2019-03-04,2019-03-05,2020-03-05,0.0048036025682339,0.0054196821775749,0.0121925422661554,0.0565724930429566,0.0666789305859208,0.1422242062291729,0.0457334881616927,0.0564133363326081,0.1257302779973807,True,30,0.09024529798293404,0.12671445191151728,0.29944075049501473
294,294,2014-03-05,2019-03-05,2019-03-06,2020-03-06,0.0029386772142292,0.0033198136439701,0.00745198942366,0.0511207452614876,0.060127332937821,0.1286145941392259,0.0458282591969555,0.0570849092017415,0.1273375833823304,True,30,0.08088966131577355,0.10194399933281051,0.2249980154785037
295,295,2014-03-06,2019-03-06,2019-03-07,2020-03-09,-0.0232181561330213,-0.0230644733021275,-0.0636829686556674,0.0198907662358697,0.0203121043001852,0.0539886345846582,0.0161979812204022,0.017931784438133,0.0484691764581103,True,30,0.04754913356603937,0.05059196397787249,0.14264132127664741
296,296,2014-03-07,2019-03-07,2019-03-08,2020-03-09,-0.022944913785431,-0.0227750662112384,-0.0628371555002051,0.0211636602323889,0.0215680645502731,0.0574117988911832,0.0157586676637363,0.0176904265549494,0.046331792223749,True,30,0.04944014469029754,0.05311205411230618,0.14745463975838008
297,297,2014-03-10,2019-03-11,2019-03-12,2020-03-12,-0.0532620258793182,-0.0481199281332154,-0.1703814877209437,-0.0223866639102665,-0.0203056323767732,-0.0711903781173282,-0.0223568955049773,-0.021230357657837,-0.0732680471259605,True,30,0.008422267265234871,0.008212203736692967,0.028280009072573675
298,298,2014-03-11,2019-03-11,2019-03-12,2020-03-12,-0.0532620258793182,-0.0481199281332154,-0.1703814877209437,-0.0223866639102665,-0.0203056323767732,-0.0711903781173282,-0.022338190852366,-0.0211505906652193,-0.0737928579941227,True,30,-0.008949765877794455,-0.009032556783265531,-0.03250844299754
299,299,2014-03-12,2019-03-12,2019-03-13,2020-03-13,-0.0272093596351017,-0.0265528080615533,-0.0979372912215005,-0.0027576058631441,-0.0026407686801956,-0.0095579626383716,-0.0042668859179217,-0.0043013587165586,-0.0149375785831998,True,30,-0.0012254359085777321,-0.0011881008638803484,-0.0049950344387793295
300,300,2014-03-13,2019-03-13,2019-03-14,2020-03-16,-0.0552205874358622,-0.0488984993398817,-0.2147581845512234,-0.0354984109282242,-0.0304961218511293,-0.1357053454821243,-0.0345103943843965,-0.0308142443107119,-0.1353341486275302,True,30,-0.011630118959530984,-0.01048031538473784,-0.04703753074256597
301,301,2014-03-14,2019-03-14,2019-03-15,2020-03-16,-0.0565781209968433,-0.05018686997188,-0.2189786167658295,-0.0366310492714331,-0.0315260452699401,-0.1394392063812236,-0.0344525100245738,-0.0310706819694107,-0.1350723339638089,True,30,-0.012267189354343774,-0.011002475269299577,-0.053221315137888366
302,302,2014-03-17,2019-03-18,2019-03-19,2020-03-19,-0.0554837611957436,-0.0496662657206933,-0.2240547793443339,-0.0342385548420381,-0.0298721389216463,-0.1378532323070025,-0.0309841624360463,-0.0283391845758791,-0.1284902677266791,True,30,-0.016847256503646223,-0.015127955726557302,-0.0782867388771429
303,303,2014-03-18,2019-03-18,2019-03-19,2020-03-19,-0.0554837611957436,-0.0496662657206933,-0.2240547793443339,-0.0342385548420381,-0.0298721389216463,-0.1378532323070025,-0.0314020306847654,-0.0285795082301675,-0.1309444119937459,True,30,-0.016847256503646223,-0.015127955726557302,-0.0782867388771429
304,304,2014-03-19,2019-03-19,2019-03-20,2020-03-20,-0.063673282884885,-0.0569468310356255,-0.2552541640231826,-0.0450026976510747,-0.0391702601868898,-0.1802308425559845,-0.0438747691014549,-0.0395151481655107,-0.1800550966599726,True,30,-0.024377941775874355,-0.021353879789569107,-0.12657210040238806
305,305,2014-03-20,2019-03-20,2019-03-21,2020-03-23,-0.0718131300919421,-0.0645570545961099,-0.2838932038798433,-0.0552554113937269,-0.0483256430812938,-0.2177664059697521,-0.0533524077057419,-0.048911773957634,-0.2165377880774202,True,30,-0.038772576739680695,-0.03569168533469143,-0.17268233382395964
306,306,2014-03-21,2019-03-21,2019-03-22,2020-03-23,-0.0682116654052918,-0.0610930372018565,-0.2709710544107965,-0.0510430247777034,-0.0444550428396276,-0.2022174124408552,-0.0492796640988463,-0.044494731911972,-0.199156260800845,True,30,-0.03893713664367945,-0.033194786016098835,-0.19397969571368304
307,307,2014-03-24,2019-03-25,2019-03-26,2020-03-26,-0.0254570257250737,-0.0248406362260425,-0.1210380064853139,-0.0089508203980612,-0.0085031518159563,-0.0424566033968135,-0.0108733701962778,-0.0106986547971999,-0.0510341658698093,True,30,0.0007716268055883058,0.0007391793552201751,0.004890894663283323
308,308,2014-03-25,2019-03-25,2019-03-26,2020-03-26,-0.0254570257250737,-0.0248406362260425,-0.1210380064853139,-0.0089508203980612,-0.0085031518159563,-0.0424566033968135,-0.0097027822528217,-0.0095610389165869,-0.0459179622788529,True,30,-0.0012883933341428587,-0.0012326849887459208,-0.008257987102430678
309,309,2014-03-26,2019-03-26,2019-03-27,2020-03-27,-0.0331139789030581,-0.0323133976224379,-0.1556573164245762,-0.0153104244022113,-0.0145609445623291,-0.0719589226948189,-0.0137452854039641,-0.0135510265327491,-0.0668180454370337,True,30,-0.004538145158621417,-0.0044093756887753225,-0.02879199850862968
310,310,2014-03-27,2019-03-27,2019-03-28,2020-03-30,-0.0275296061364803,-0.0269955489755292,-0.1318162969893691,-0.0106678295672151,-0.0101842293882534,-0.050891592467392,-0.0088318264955874,-0.0086604835756071,-0.0424553645145327,True,30,-0.0023367355809260078,-0.0023019367393598933,-0.012515333423143381
311,311,2014-03-28,2019-03-28,2019-03-29,2020-03-30,-0.0291909188170724,-0.0286710038444762,-0.138888646169134,-0.0121880361405082,-0.0116551745529882,-0.0578022276272745,-0.0106078136846684,-0.0104278018591752,-0.0511480121401564,True,30,-0.00924543295704568,-0.008973233196603744,-0.057720019557650395
312,312,2014-03-31,2019-04-01,2019-04-02,2020-04-02,-0.0386572550366795,-0.0381252546907386,-0.1820416205507204,-0.0251850106304228,-0.0242258977013555,-0.1176737490994471,-0.0250566897437625,-0.0249052816202831,-0.1217799196129505,True,30,-0.015806705706710455,-0.015460046149080333,-0.09336685753502802
313,313,2014-04-01,2019-04-01,2019-04-02,2020-04-02,-0.0386572550366795,-0.0381252546907386,-0.1820416205507204,-0.0251850106304228,-0.0242258977013555,-0.1176737490994471,-0.0247153685575074,-0.0244559350895305,-0.1183844764906677,True,30,-0.011069160867366081,-0.011166888003970471,-0.0578921230155874
314,314,2014-04-02,2019-04-02,2019-04-03,2020-04-03,-0.0421629854263426,-0.041809182057701,-0.1970240209039501,-0.0291144281156637,-0.0281631398187078,-0.1348946935751691,-0.0295926611111539,-0.0295831764447379,-0.1395832753698374,True,30,-0.02192752310991467,-0.02179194714517659,-0.1131718136080375
315,315,2014-04-03,2019-04-03,2019-04-04,2020-04-06,-0.0283365114407685,-0.02882768108005,-0.1404090375470864,-0.0132123339487016,-0.0131870462603093,-0.0655989526505423,-0.0117644019143789,-0.012047329504479,-0.0597487682258864,True,30,-0.006903111654772358,-0.00690711524188241,-0.03868234735455513
316,316,2014-04-04,2019-04-04,2019-04-05,2020-04-06,-0.0286798687167407,-0.0292344623615914,-0.1417219066793943,-0.014380478146852,-0.0143789232704129,-0.0710399391817183,-0.0147089896162314,-0.0150619105563591,-0.0742408753748152,True,30,-0.008995539606271759,-0.0091768234934608,-0.04912929726344505
317,317,2014-04-07,2019-04-08,2019-04-09,2020-04-09,-0.0181720934944516,-0.0185070344147403,-0.0929696752514377,-0.0017439544745597,-0.0017495406623455,-0.0089983343938196,-0.0016677779006447,-0.0017129239735544,-0.0081930956959577,True,30,0.00650765154213948,0.006744189251138528,0.04351509540394945
318,318,2014-04-08,2019-04-08,2019-04-09,2020-04-09,-0.0181720934944516,-0.0185070344147403,-0.0929696752514377,-0.0017439544745597,-0.0017495406623455,-0.0089983343938196,-0.0014528704668764,-0.0014934852585401,-0.0072330273749102,True,30,-0.009772392333586889,-0.009834649935497325,-0.054162356559045166
319,319,2014-04-09,2019-04-09,2019-04-10,2020-04-13,-0.0208001906487526,-0.0212945798469068,-0.105760358099845,-0.0066656674991197,-0.0067251477129034,-0.0340192062519875,-0.0073357212630927,-0.0074893199383852,-0.0381533864591217,True,30,0.003591070212493014,0.0037095249166271453,0.019734842786500808
320,320,2014-04-10,2019-04-10,2019-04-11,2020-04-13,-0.0207406590142804,-0.0212129320023142,-0.1052777379744049,-0.0071981632902622,-0.0072765727243068,-0.0366141228666388,-0.0080319028163297,-0.0082640631807595,-0.0411838411228686,True,30,0.007126777384715022,0.007254506316213208,0.044531244568821175
321,321,2014-04-11,2019-04-11,2019-04-12,2020-04-13,-0.022707420652224,-0.0232591410287613,-0.1143986385368204,-0.0082330239051519,-0.0083381759522337,-0.0416800981402704,-0.0080126920077066,-0.008350151346909,-0.0409064941589398,True,30,0.013355297548314882,0.013280382028113161,0.07985492157673096
322,322,2014-04-14,2019-04-15,2019-04-16,2020-04-16,-0.0216927420239751,-0.0222865573199098,-0.1101961183310811,-0.00571300268008,-0.0057965047672993,-0.029378462230264,-0.0059911494739058,-0.0062329551134036,-0.0313394887831341,True,30,0.006678090652156104,0.006864529776318665,0.037907286832844965
323,323,2014-04-15,2019-04-15,2019-04-16,2020-04-16,-0.0216927420239751,-0.0222865573199098,-0.1101961183310811,-0.00571300268008,-0.0057965047672993,-0.029378462230264,-0.0054642047028043,-0.0056181534494629,-0.0285625576349227,True,30,0.0009884802044479487,0.0010460522227535977,0.00653953037610225
324,324,2014-04-16,2019-04-16,2019-04-17,2020-04-17,-0.0161260887342547,-0.0165852740803816,-0.0834437538933954,0.0022492355590301,0.0022839995755399,0.0118699646696442,0.0029379711942086,0.0031943661687146,0.0158363637157655,True,30,0.008312891876565025,0.008783903986981633,0.05827805188834686
325,325,2014-04-17,2019-04-17,2019-04-18,2020-04-20,-0.021417352615622,-0.0221488412886266,-0.1095312536309194,-0.0023299263904243,-0.0023796448618008,-0.0121689881145181,-0.0013943058562264,-0.0013528621415496,-0.007021497115271,True,30,0.004344790391637455,0.004615239239808896,0.030071522993445496
326,326,2014-04-21,2019-04-22,2019-04-23,2020-04-23,-0.0229952055962107,-0.0238265370656144,-0.1178378162131618,-0.0068145371765744,-0.0070191261721744,-0.0354509152425892,-0.0047299207708628,-0.0048948458815378,-0.0251540624640126,True,30,0.02479349918527141,0.02679615449773181,0.14781414973185597
327,327,2014-04-22,2019-04-22,2019-04-23,2020-04-23,-0.0229952055962107,-0.0238265370656144,-0.1178378162131618,-0.0068145371765744,-0.0070191261721744,-0.0354509152425892,-0.0054528189923064,-0.0056631158599662,-0.0298500459749544,True,30,0.02499502412283588,0.02677794288967869,0.1482243766598305
328,328,2014-04-23,2019-04-23,2019-04-24,2020-04-24,-0.0205584090158491,-0.0212445323150136,-0.1060937648015192,-0.0042190602815267,-0.0043496318406707,-0.022118885615051,-0.0032063178302411,-0.0033477901354793,-0.0166620398576819,True,30,0.013449271617855292,0.014659331066809105,0.07913531298244574
329,329,2014-04-24,2019-04-24,2019-04-25,2020-04-27,-0.0168669810188211,-0.0173792651004532,-0.0879863100094954,0.0008527500171721,0.0008782682154801,0.0045423592278988,0.0024387134597606,0.0026830001144542,0.0136245275673479,True,30,0.003409141193021473,0.0035328754966297837,0.022762201070809004
330,330,2014-04-25,2019-04-25,2019-04-26,2020-04-27,-0.0174637165296243,-0.0180290268878626,-0.0907780136914986,-0.000140903407264,-0.0001453905084379,-0.0007470052022754,-0.0007706561497408,-0.0006532815089075,-0.0038124668416924,True,30,0.002514112330431037,0.0026466071499920297,0.016439395205844486
331,331,2014-04-28,2019-04-29,2019-04-30,2020-04-30,-0.0161271659482097,-0.0167855027206394,-0.0845033296439297,0.0008992893875012,0.0009314337305729,0.004810600110877,0.0013026602008823,0.0014101955293644,0.0073271451689164,True,30,0.013741567001011335,0.014604881589749291,0.09245711729967956
332,332,2014-04-29,2019-04-29,2019-04-30,2020-04-30,-0.0161271659482097,-0.0167855027206394,-0.0845033296439297,0.0008992893875012,0.0009314337305729,0.004810600110877,0.0023031236274244,0.0025686059855883,0.0128247641914907,True,30,0.01095652250532155,0.011740519933498346,0.07567176724053395
333,333,2014-04-30,2019-04-30,2019-05-01,2020-05-01,-0.019682014456363,-0.020516476159375,-0.1024001805467124,-0.002398669784648,-0.0024872848014449,-0.0127533605549515,-0.0007419106187125,-0.0007696570727213,-0.0037800930615171,True,30,0.006582325945786776,0.0070822901294031425,0.044885740696280124
334,334,2014-05-01,2019-05-01,2019-05-02,2020-05-04,-0.0186377826126564,-0.0193552678476983,-0.0972346741414807,-0.0022822808344997,-0.0023666409489181,-0.0121385386017833,0.0003211727975793,0.0004212273668256,0.0007850098677187,True,30,0.006047558843725528,0.006486960680447396,0.0410070942638287
335,335,2014-05-02,2019-05-02,2019-05-03,2020-05-04,-0.020042907292669,-0.0208504370008402,-0.1039499993146916,-0.0039341577874726,-0.0040862726269013,-0.0207844151210965,-0.0032374675011862,-0.0034110094173435,-0.0174143892374457,True,30,0.004444813791081705,0.004775713620907857,0.02990852517715801
336,336,2014-05-05,2019-05-06,2019-05-07,2020-05-07,-0.0152952949000859,-0.0158204829995083,-0.0804618520991902,0.0029535720181461,0.0030521498371318,0.0159310208822398,0.0036112017451585,0.0039353844496474,0.0200257908269821,True,30,0.011860715318178802,0.012656797450146199,0.07874870859414733
337,337,2014-05-06,2019-05-06,2019-05-07,2020-05-07,-0.0152952949000859,-0.0158204829995083,-0.0804618520991902,0.0029535720181461,0.0030521498371318,0.0159310208822398,0.0035511625470701,0.0038346299283406,0.0198670299574161,True,30,0.010947239725133569,0.011005331365192859,0.06762264905667305
338,338,2014-05-07,2019-05-07,2019-05-08,2020-05-08,-0.0118472848762753,-0.0122731117320544,-0.0630026175468529,0.0064067355910861,0.0066105739525196,0.0349271667525713,0.0075524909358263,0.0082350182701077,0.0421284207648946,True,30,0.025641653569053832,0.0266131030372706,0.14724543023133127
339,339,2014-05-08,2019-05-08,2019-05-09,2020-05-11,-0.0116906385575431,-0.0121085709251773,-0.0621940061039978,0.0061753134251159,0.0063902294109708,0.0336447171601629,0.0067206366590957,0.0071918404037337,0.0375996063309791,True,30,0.004271693977781284,0.004539896060510455,0.028963998601629785
340,340,2014-05-09,2019-05-09,2019-05-10,2020-05-11,-0.0125183301258816,-0.0129904631123755,-0.0663154123250808,0.005298105447479,0.005492799171194,0.028740648595843,0.0057902484319117,0.00621718222221,0.0324348220863871,True,30,0.013860970206086377,0.014737061478072614,0.09272849074040644
341,341,2014-05-12,2019-05-13,2019-05-14,2020-05-14,-0.0141050790013986,-0.0147036875415021,-0.0746791142566672,0.00157244333048,0.0016365797854168,0.0084794377736613,0.0019355684605241,0.002138067259212,0.0104660212524114,True,30,-0.009236704625308921,-0.010016053095418358,-0.0609497491124715
342,342,2014-05-13,2019-05-13,2019-05-14,2020-05-14,-0.0141050790013986,-0.0147036875415021,-0.0746791142566672,0.00157244333048,0.0016365797854168,0.0084794377736613,0.0057962144745685,0.0063062042855619,0.0316953825615817,True,30,-0.009118370432647648,-0.009853864953029742,-0.06038361867098443
343,343,2014-05-14,2019-05-14,2019-05-15,2020-05-15,-0.0144680181004632,-0.0150810600253923,-0.076520512899007,0.0019315883978371,0.0020105416009001,0.0104270764909998,0.0029417585927959,0.0033155918750402,0.0159152371508258,True,30,-0.004876897815544774,-0.005270425981960673,-0.03222801675466691
344,344,2014-05-15,2019-05-15,2019-05-16,2020-05-18,-0.0090644811924763,-0.009502826496961,-0.0489241858215702,0.0077487262092823,0.0081218473384178,0.0427938024250247,0.0078763642845632,0.0085603639567749,0.0441278370569286,True,30,0.006195506496588096,0.006786599947407353,0.04381415844531269
345,345,2014-05-16,2019-05-16,2019-05-17,2020-05-18,-0.0083906653956823,-0.0087823068895318,-0.0452814337593153,0.0090853713162548,0.009500362705513,0.0502451291983709,0.0077445801287906,0.0083391642914773,0.0441784866465058,True,30,0.007198183998393611,0.007893368193984394,0.05099905645328472
