Start,End,Buy,Sell,DJI_Sharpe,DJI_Sortino,DJI_Return,DJI_Volatility,SP500_Sharpe,SP500_Sortino,SP500_Return,SP500_Volatility,Random_Sharpe,Random_Sortino,Random_Return,Random_Volatility
2014-02-12,2019-02-12,2019-02-13,2020-02-13,0.07486955807223049,0.08996068354393821,0.15190071932170243,0.007495225169514374,0.12695033833651073,0.1577608502533031,0.2646430956946313,0.007339138607234741,0.11148086724805277,0.1445147777867154,0.2620488928470606,0.008280287161951836
2014-02-13,2019-02-13,2019-02-14,2020-02-14,0.07662592974914904,0.09177634899488003,0.15561258960482666,0.007490034909801459,0.12834422384879413,0.15952756674098842,0.2679726505467656,0.007340727917336165,0.10685282943190591,0.13943055746686206,0.2540347894719161,0.008464298636848042
2014-02-14,2019-02-14,2019-02-15,2020-02-18,0.06502698514727381,0.07757270201320948,0.1293863580935547,0.007425149350537846,0.1211061610768632,0.1505272834148277,0.25008441274445836,0.007313899169418795,0.10718092193384045,0.13924415620008135,0.25241645326824363,0.008348811101347645
2014-02-18,2019-02-19,2019-02-20,2020-02-20,0.06326329921062362,0.0758919759596828,0.1258182062272132,0.00743366287373034,0.12229887978305191,0.15210690200417976,0.2529299455639972,0.0073163451293936956,0.10231373477411333,0.1329832572154018,0.24065206388708693,0.008383655462845615
2014-02-19,2019-02-19,2019-02-20,2020-02-20,0.06326329921062362,0.0758919759596828,0.1258182062272132,0.00743366287373034,0.12229887978305191,0.15210690200417976,0.2529299455639972,0.0073163451293936956,0.09927640754061752,0.12871941312759758,0.22942596554802605,0.008294436100080835
2014-02-20,2019-02-20,2019-02-21,2020-02-21,0.06112192282832002,0.0734362319467508,0.12153588490609703,0.007446674211097835,0.11854844848998161,0.14784314347401029,0.24515138717237084,0.007339344733911163,0.10658804989529566,0.13982231466445227,0.25013328888806435,0.008273764393567244
2014-02-21,2019-02-21,2019-02-22,2020-02-24,0.03643495045280293,0.041584115972221954,0.07410127047834429,0.0077855957512817245,0.09566113388256998,0.115170767661812,0.20009504797765867,0.007566422344341662,0.0793112213456373,0.10035117231683133,0.18729429167345604,0.008646380792238628
2014-02-24,2019-02-25,2019-02-26,2020-02-26,0.016731129934788067,0.01867880137235911,0.03452337283308871,0.00805000975385045,0.07426693420858209,0.08657509323364117,0.15821891381412007,0.007848319915920917,0.06683075378097458,0.08259561264777826,0.15903615781654717,0.008754590840287619
2014-02-25,2019-02-25,2019-02-26,2020-02-26,0.016731129934788067,0.01867880137235911,0.03452337283308871,0.00805000975385045,0.07426693420858209,0.08657509323364117,0.15821891381412007,0.007848319915920917,0.06885087551569011,0.08475278038014711,0.15796311608620392,0.008502823359723721
2014-02-26,2019-02-26,2019-02-27,2020-02-27,-0.0039243358132410415,-0.004140042576263656,-0.008409397130363318,0.008539465063640913,0.053149298128983266,0.05943418785333769,0.11605316181202906,0.008197819051901999,0.046461136082914356,0.05477490582015892,0.11381787252606995,0.009126762596709338
2014-02-27,2019-02-27,2019-02-28,2020-02-28,-0.009128056972122121,-0.00965403686161697,-0.01954933728198796,0.00858288376602465,0.05022225753152917,0.05622966696519603,0.10966578561500416,0.008222092508380581,0.04519824025252014,0.05410754139980854,0.11217963560977959,0.009194443918013863
2014-02-28,2019-02-28,2019-03-01,2020-03-02,0.011157186917898397,0.012556961327462512,0.026012128947588815,0.009133399791604572,0.06314727084988786,0.0736416654334948,0.14600456195141093,0.008564107188352842,0.05587595030264738,0.06842052463832389,0.1413558800072545,0.00932576692374256
2014-03-03,2019-03-04,2019-03-05,2020-03-05,0.00480360256823394,0.005419682177574971,0.012192542266155402,0.009971774664789412,0.05657249304295661,0.06667893058592089,0.14222420622917298,0.00929077756660505,0.04928613707169748,0.061052694836494885,0.13670465353428235,0.010161884881970657
2014-03-04,2019-03-04,2019-03-05,2020-03-05,0.00480360256823394,0.005419682177574971,0.012192542266155402,0.009971774664789412,0.05657249304295661,0.06667893058592089,0.14222420622917298,0.00929077756660505,0.04612823718298609,0.05715728509429395,0.12689715118639452,0.010104452838067874
2014-03-05,2019-03-05,2019-03-06,2020-03-06,0.002938677214229223,0.0033198136439701095,0.007451989423660072,0.00998588697616703,0.051120745261487695,0.06012733293782106,0.12861459413922596,0.009354807551781709,0.044434786876084605,0.05534125810575001,0.12519213229891712,0.010308577653031115
2014-03-06,2019-03-06,2019-03-07,2020-03-09,-0.023218156133021396,-0.023064473302127558,-0.06368296865566747,0.01120173367350674,0.01989076623586972,0.0203121043001852,0.053988634584658204,0.010448701330355399,0.014915361493386087,0.01634563374419435,0.044559996991645284,0.011323904789806874
2014-03-07,2019-03-07,2019-03-08,2020-03-09,-0.022944913785431034,-0.02277506621123843,-0.06283715550020517,0.011223952067365062,0.021163660232388984,0.021568064550273183,0.057411798891183294,0.01046722034993763,0.015524134973350374,0.017310902805577597,0.04617120369304658,0.011396111325756894
2014-03-10,2019-03-11,2019-03-12,2020-03-12,-0.053262025879318275,-0.048119928133215445,-0.17038148772094375,0.01386161428058548,-0.02238666391026658,-0.020305632376773207,-0.0711903781173282,0.013039152257675653,-0.020478683005453843,-0.01922548760524581,-0.06737346574334066,0.013685323270881723
2014-03-11,2019-03-11,2019-03-12,2020-03-12,-0.053262025879318275,-0.048119928133215445,-0.17038148772094375,0.01386161428058548,-0.02238666391026658,-0.020305632376773207,-0.0711903781173282,0.013039152257675653,-0.022782224879485367,-0.021610608296386214,-0.07520830253988982,0.013694657438238462
2014-03-12,2019-03-12,2019-03-13,2020-03-13,-0.02720935963510175,-0.026552808061553364,-0.0979372912215005,0.014972649436069175,-0.0027576058631441753,-0.0026407686801956827,-0.009557962638371647,0.013765640140954582,-0.0007170129726668975,-0.0005720100971510462,-0.0021610834842746714,0.014303816215462757
2014-03-13,2019-03-13,2019-03-14,2020-03-16,-0.055220587435862264,-0.0488984993398817,-0.21475818455122347,0.017304908400941694,-0.035498410928224255,-0.030496121851129303,-0.13570534548212432,0.016238719760850374,-0.03450717592773802,-0.030911369416460475,-0.1368947139244617,0.016934537122642163
2014-03-14,2019-03-14,2019-03-15,2020-03-16,-0.056578120996843395,-0.050186869971880044,-0.21897861676582955,0.0173347022582246,-0.03663104927143316,-0.03152604526994015,-0.13943920638122365,0.016268077070620193,-0.035475640376798005,-0.03193699773648914,-0.13817165004292697,0.01673641300237485
2014-03-17,2019-03-18,2019-03-19,2020-03-19,-0.0554837611957436,-0.04966626572069335,-0.22405477934433396,0.01807126001564629,-0.03423855484203812,-0.02987213892164631,-0.13785323230700253,0.017123492326082363,-0.03375323096240567,-0.030537908409128716,-0.1398428034047127,0.017835520926201397
2014-03-18,2019-03-18,2019-03-19,2020-03-19,-0.0554837611957436,-0.04966626572069335,-0.22405477934433396,0.01807126001564629,-0.03423855484203812,-0.02987213892164631,-0.13785323230700253,0.017123492326082363,-0.03431070077651189,-0.031039187948665045,-0.14127038889002536,0.017654565883282708
2014-03-19,2019-03-19,2019-03-20,2020-03-20,-0.06367328288488502,-0.05694683103562555,-0.2552541640231826,0.0182944967421307,-0.04500269765107474,-0.0391702601868898,-0.1802308425559845,0.017454596469646276,-0.04386438407277743,-0.03981729240381484,-0.18192603924823483,0.01821992702516516
2014-03-20,2019-03-20,2019-03-21,2020-03-23,-0.07181313009194219,-0.06455705459610994,-0.2838932038798433,0.01837916657792523,-0.05525541139372692,-0.04832564308129389,-0.2177664059697521,0.017568566639605085,-0.054742019232795744,-0.049658039968699254,-0.21975693835990068,0.01800676771830868
2014-03-21,2019-03-21,2019-03-22,2020-03-23,-0.06821166540529183,-0.06109303720185657,-0.27097105441079655,0.018385921025607856,-0.05104302477770343,-0.044455042839627625,-0.20221741244085528,0.017563704897812324,-0.04871446709208798,-0.044368359743382796,-0.20016774410853555,0.01833168881624637
2014-03-24,2019-03-25,2019-03-26,2020-03-26,-0.025457025725073704,-0.024840636226042552,-0.12103800648531396,0.02003121906754264,-0.008950820398061271,-0.008503151815956341,-0.04245660339681352,0.019157930398386053,-0.01010635257865963,-0.009987090066330426,-0.04739657607633375,0.01940201278642481
2014-03-25,2019-03-25,2019-03-26,2020-03-26,-0.025457025725073704,-0.024840636226042552,-0.12103800648531396,0.02003121906754264,-0.008950820398061271,-0.008503151815956341,-0.04245660339681352,0.019157930398386053,-0.011320379529478033,-0.011111132294768386,-0.05355093957663681,0.019719924867768343
2014-03-26,2019-03-26,2019-03-27,2020-03-27,-0.03311397890305813,-0.03231339762243794,-0.1556573164245762,0.02019576776371555,-0.015310424402211377,-0.014560944562329146,-0.07195892269481897,0.01927935001840767,-0.014766681390378972,-0.014418552848180291,-0.0703020200287662,0.019939103934530175
2014-03-27,2019-03-27,2019-03-28,2020-03-30,-0.027529606136480315,-0.026995548975529252,-0.13181629698936914,0.020294636481404754,-0.010667829567215197,-0.01018422938825343,-0.050891592467392,0.019352727131274835,-0.009609093024500678,-0.009409090121451306,-0.046520260468199445,0.020170082330948726
2014-03-28,2019-03-28,2019-03-29,2020-03-30,-0.02919091881707241,-0.028671003844476253,-0.13888864616913402,0.020327512878391157,-0.012188036140508294,-0.011655174552988258,-0.05780222762727452,0.01938541567392595,-0.011317337756451683,-0.011069283048029298,-0.05376407971721883,0.019811366164553732
2014-03-31,2019-04-01,2019-04-02,2020-04-02,-0.038657255036679536,-0.03812525469073866,-0.18204162055072046,0.020545803498667272,-0.02518501063042286,-0.024225897701355577,-0.11767374909944715,0.019648018033760047,-0.024086108185594285,-0.02388536113368297,-0.11546071121058532,0.020352543767613137
2014-04-01,2019-04-01,2019-04-02,2020-04-02,-0.038657255036679536,-0.03812525469073866,-0.18204162055072046,0.020545803498667272,-0.02518501063042286,-0.024225897701355577,-0.11767374909944715,0.019648018033760047,-0.022697006350171595,-0.02244990134181558,-0.1080173508593268,0.020054647132043756
2014-04-02,2019-04-02,2019-04-03,2020-04-03,-0.04216298542634266,-0.04180918205770108,-0.19702402090395013,0.02057051082118599,-0.029114428115663706,-0.028163139818707893,-0.1348946935751691,0.019672144362370848,-0.029318314416189813,-0.02923910943928492,-0.1396179919480141,0.020482298234149248
2014-04-03,2019-04-03,2019-04-04,2020-04-06,-0.02833651144076853,-0.028827681080050033,-0.14040903754708645,0.021104160739139476,-0.013212333948701619,-0.01318704626030937,-0.06559895265054234,0.0202977025008555,-0.011660023705858119,-0.011878709666525468,-0.05945595504870707,0.020900754920334684
2014-04-04,2019-04-04,2019-04-05,2020-04-06,-0.028679868716740754,-0.02923446236159143,-0.14172190667939433,0.02114573142781135,-0.014380478146852003,-0.014378923270412965,-0.07103993918171833,0.020334426816464468,-0.012695737845351076,-0.012926961234981991,-0.06328285754119842,0.02070331557315694
2014-04-07,2019-04-08,2019-04-09,2020-04-09,-0.01817209349445165,-0.018507034414740307,-0.09296967525143779,0.021224263985862038,-0.0017439544745597264,-0.0017495406623455542,-0.008998334393819685,0.02048650116719116,-0.003609656788605936,-0.0037278440559021546,-0.018476129709537593,0.02110996174123754
2014-04-08,2019-04-08,2019-04-09,2020-04-09,-0.01817209349445165,-0.018507034414740307,-0.09296967525143779,0.021224263985862038,-0.0017439544745597264,-0.0017495406623455542,-0.008998334393819685,0.02048650116719116,-0.0016978526373858094,-0.001692042366385077,-0.00869603490833951,0.02100659797686414
2014-04-09,2019-04-09,2019-04-10,2020-04-13,-0.020800190648752607,-0.02129457984690682,-0.10576035809984509,0.02124134603118259,-0.0066656674991197075,-0.006725147712903413,-0.034019206251987566,0.020523625713746173,-0.0076605037616279325,-0.007837954684742146,-0.03960786810416014,0.021082388332565757
2014-04-10,2019-04-10,2019-04-11,2020-04-13,-0.020740659014280495,-0.02121293200231427,-0.10527773797440494,0.021283616510908435,-0.007198163290262279,-0.00727657272430689,-0.03661412286663889,0.02056369169776878,-0.007152187335071066,-0.007342117011156584,-0.03704193377104855,0.02123127517346812
2014-04-11,2019-04-11,2019-04-12,2020-04-13,-0.022707420652224086,-0.023259141028761397,-0.11439863853682049,0.021315383149215966,-0.00823302390515193,-0.008338175952233778,-0.04168009814027044,0.020601914630927077,-0.007180418144569679,-0.007398525614952366,-0.03730622217292834,0.02108700562822574
2014-04-14,2019-04-15,2019-04-16,2020-04-16,-0.021692742023975108,-0.02228655731990983,-0.11019611833108113,0.021357849084248426,-0.005713002680080033,-0.005796504767299337,-0.02937846223026403,0.020712047785931095,-0.005170630901974139,-0.005259740900608485,-0.027562451330290005,0.0214829314796251
2014-04-15,2019-04-15,2019-04-16,2020-04-16,-0.021692742023975108,-0.02228655731990983,-0.11019611833108113,0.021357849084248426,-0.005713002680080033,-0.005796504767299337,-0.02937846223026403,0.020712047785931095,-0.006857375538313873,-0.007108021747540094,-0.03513589071713951,0.02116751285279227
2014-04-16,2019-04-16,2019-04-17,2020-04-17,-0.01612608873425471,-0.016585274080381684,-0.08344375389339548,0.021441112447994022,0.0022492355590301915,0.002283999575539905,0.011869964669644286,0.020818482635120792,0.0035190003877463992,0.0038588487862241355,0.019708760830293534,0.021311666517287393
2014-04-17,2019-04-17,2019-04-18,2020-04-20,-0.021417352615622,-0.022148841288626663,-0.10953125363091945,0.02149408155306962,-0.0023299263904243738,-0.00237964486180081,-0.012168988114518109,0.02085295878369618,-0.0018916926037857195,-0.0018641245791236336,-0.01030183843304882,0.02146343483981579
2014-04-21,2019-04-22,2019-04-23,2020-04-23,-0.022995205596210724,-0.02382653706561445,-0.11783781621316183,0.021551039543670773,-0.006814537176574467,-0.007019126172174495,-0.035450915242589275,0.020935571652714847,-0.005887050605088658,-0.006069444060754718,-0.031537434910784666,0.021735458664357846
2014-04-22,2019-04-22,2019-04-23,2020-04-23,-0.022995205596210724,-0.02382653706561445,-0.11783781621316183,0.021551039543670773,-0.006814537176574467,-0.007019126172174495,-0.035450915242589275,0.020935571652714847,-0.00752982094393198,-0.007889275028084803,-0.03967355187653817,0.021456830265492433
2014-04-23,2019-04-23,2019-04-24,2020-04-24,-0.020558409015849124,-0.021244532315013654,-0.1060937648015192,0.021562854903811768,-0.004219060281526705,-0.004349631840670723,-0.022118885615051015,0.020954384494252597,-0.004522630396713917,-0.004788426004491539,-0.024542505347669916,0.021806097472684142
2014-04-24,2019-04-24,2019-04-25,2020-04-27,-0.016866981018821187,-0.0173792651004532,-0.08798631000949546,0.0215825653222777,0.000852750017172136,0.0008782682154801334,0.004542359227898848,0.021006549411923953,0.0020301351846085973,0.0023661501945606523,0.010896663552436327,0.02148675750503872
2014-04-25,2019-04-25,2019-04-26,2020-04-27,-0.01746371652962439,-0.018029026887862655,-0.09077801369149868,0.021624427845572863,-0.00014090340726408883,-0.0001453905084379119,-0.0007470052022754853,0.021045723049794594,0.0006713669164433623,0.0008040005614011094,0.0037036736432920266,0.021639925243406348
2014-04-28,2019-04-29,2019-04-30,2020-04-30,-0.01612716594820976,-0.016785502720639448,-0.0845033296439297,0.02163843350972811,0.0008992893875012888,0.0009314337305729743,0.0048106001108770315,0.021092922001503346,0.0007285632728620271,0.0008494080517715881,0.004356805541228866,0.021812151489142676
2014-04-29,2019-04-29,2019-04-30,2020-04-30,-0.01612716594820976,-0.016785502720639448,-0.0845033296439297,0.02163843350972811,0.0008992893875012888,0.0009314337305729743,0.0048106001108770315,0.021092922001503346,0.00034343442295628864,0.0004981710577343382,0.0023351944923595243,0.021587607462649712
2014-04-30,2019-04-30,2019-05-01,2020-05-01,-0.019682014456363056,-0.020516476159375033,-0.10240018054671247,0.021694922792008842,-0.0023986697846480106,-0.002487284801444916,-0.012753360554951573,0.021150363660702595,-0.0013325703352744867,-0.0012625005498899963,-0.00740347567053819,0.02152208019623695
2014-05-01,2019-05-01,2019-05-02,2020-05-04,-0.01863778261265642,-0.019355267847698334,-0.09723467414148079,0.021693500344083995,-0.002282280834499772,-0.00236664094891817,-0.012138538601783391,0.02115076494396145,-0.0017168873895884935,-0.001784438883227187,-0.009564145970159695,0.021877503824729395
2014-05-02,2019-05-02,2019-05-03,2020-05-04,-0.02004290729266909,-0.02085043700084025,-0.10394999931469166,0.02173097105355411,-0.00393415778747265,-0.004086272626901397,-0.020784415121096512,0.02118548211557255,-0.0015360928070900254,-0.0015816135635796866,-0.008605148866855145,0.02155347757780622
2014-05-05,2019-05-06,2019-05-07,2020-05-07,-0.015295294900085979,-0.0158204829995083,-0.08046185209919027,0.021677013678337666,0.002953572018146106,0.003052149837131863,0.015931020882239844,0.021151388856957512,0.004287130986503851,0.004604941551893785,0.02442812580731627,0.021692650588057187
2014-05-06,2019-05-06,2019-05-07,2020-05-07,-0.015295294900085979,-0.0158204829995083,-0.08046185209919027,0.021677013678337666,0.002953572018146106,0.003052149837131863,0.015931020882239844,0.021151388856957512,0.004163326841330597,0.004566469833360687,0.022759255653944887,0.02183883604262693
2014-05-07,2019-05-07,2019-05-08,2020-05-08,-0.011847284876275338,-0.01227311173205442,-0.06300261754685293,0.021710679916797985,0.006406735591086122,0.006610573952519607,0.034927166752571355,0.02118018817868291,0.006460165237944487,0.006953737731805364,0.036035580547322595,0.022026275842698957
2014-05-08,2019-05-08,2019-05-09,2020-05-11,-0.011690638557543188,-0.012108570925177396,-0.06219400610399785,0.021709942132324266,0.00617531342511597,0.006390229410970843,0.0336447171601629,0.021180289701057387,0.00633213583225268,0.006903822450469405,0.0353133537009446,0.02179138339098955
2014-05-09,2019-05-09,2019-05-10,2020-05-11,-0.01251833012588163,-0.012990463112375512,-0.06631541232508084,0.021751150988114778,0.005298105447479028,0.005492799171194061,0.028740648595843025,0.021223057329004574,0.005949256739460573,0.006543365101888128,0.032948112986020336,0.021741096090040154
2014-05-12,2019-05-13,2019-05-14,2020-05-14,-0.014105079001398683,-0.014703687541502107,-0.07467911425666729,0.02174943244887269,0.001572443330480052,0.0016365797854168032,0.008479437773661391,0.021224463417400658,0.004784589326330303,0.005161538680469404,0.026171907923149676,0.021679868871145973
2014-05-13,2019-05-13,2019-05-14,2020-05-14,-0.014105079001398683,-0.014703687541502107,-0.07467911425666729,0.02174943244887269,0.001572443330480052,0.0016365797854168032,0.008479437773661391,0.021224463417400658,0.002569392637872497,0.002887411699479572,0.014407425015726966,0.021665883576489384
2014-05-14,2019-05-14,2019-05-15,2020-05-15,-0.014468018100463274,-0.015081060025392347,-0.07652051289900703,0.02174803440355504,0.0019315883978371171,0.0020105416009001077,0.010427076490999877,0.021226237306821057,0.003479320044333622,0.003713740523988412,0.018646849543922858,0.02181581431580618
2014-05-15,2019-05-15,2019-05-16,2020-05-18,-0.009064481192476373,-0.00950282649696107,-0.04892418582157024,0.02187293357214008,0.007748726209282395,0.008121847338417887,0.04279380242502472,0.0213746516600782,0.007961159745097866,0.008594177560462829,0.04500775593031957,0.021999215717160903
2014-05-16,2019-05-16,2019-05-17,2020-05-18,-0.008390665395682334,-0.00878230688953188,-0.04528143375931532,0.021915262984783558,0.009085371316254837,0.009500362705513044,0.05024512919837092,0.021412230924586006,0.008869328339802434,0.009619991580625615,0.04960754629997946,0.021901775688723455
2014-05-19,2019-05-20,2019-05-21,2020-05-21,-0.010057221090351221,-0.010573457216511602,-0.05422549131860333,0.021910633369708894,0.008227944526785498,0.00862332986994571,0.04550585621568234,0.021377471917850485,0.00927501684829728,0.01004796654003739,0.05117216404695652,0.021575400449532867
2014-05-20,2019-05-20,2019-05-21,2020-05-21,-0.010057221090351221,-0.010573457216511602,-0.05422549131860333,0.021910633369708894,0.008227944526785498,0.00862332986994571,0.04550585621568234,0.021377471917850485,0.00870676445768609,0.009449907791094659,0.04819427855523519,0.02193985576901226
2014-05-21,2019-05-21,2019-05-22,2020-05-22,-0.009420286515457675,-0.009894936997025082,-0.05087749128176405,0.02190940480421815,0.009704228386874415,0.01013792738767527,0.05389130481676031,0.02137909924962346,0.009806439024321795,0.010533194723838745,0.05669689600481605,0.022082063958545707
2014-05-22,2019-05-22,2019-05-23,2020-05-26,-0.003535339469001703,-0.003702189784003933,-0.019433196581351134,0.021940526186575764,0.015091400553009709,0.015702770126965738,0.08510299433534359,0.02139136939261044,0.014520434800020283,0.01571471049460731,0.0832699743345138,0.02191926588463912
2014-05-23,2019-05-23,2019-05-24,2020-05-26,-0.004215585357048746,-0.004423059871383482,-0.02308243751676066,0.021982871097481527,0.014445590829273734,0.015059574316695136,0.08114991774951082,0.02143379708055023,0.014326761865670253,0.01537784447492248,0.08241890654951785,0.022024171646003544
2014-05-27,2019-05-28,2019-05-29,2020-05-29,0.001828590690522271,0.0019138638569384774,0.010216310931553748,0.021970908670293984,0.02159844155766113,0.022374299422961277,0.1241341272478425,0.021413687190576302,0.024509637205869742,0.026092198602035974,0.14323602980294967,0.021866070224371068
2014-05-28,2019-05-28,2019-05-29,2020-05-29,0.001828590690522271,0.0019138638569384774,0.010216310931553748,0.021970908670293984,0.02159844155766113,0.022374299422961277,0.1241341272478425,0.021413687190576302,0.02179412102110656,0.023288081679777625,0.12819520923491345,0.0220874083080146
2014-05-29,2019-05-29,2019-05-30,2020-06-01,0.002167756771877717,0.0022689387787903545,0.012123167113099199,0.02197180360714986,0.0217326557040273,0.022513914898714318,0.12495522563785796,0.021414238953370086,0.023033659162985786,0.024672037132868918,0.13521422279146214,0.021861375732252452
2014-05-30,2019-05-30,2019-05-31,2020-06-01,0.0047351985693364455,0.004939338028512722,0.026595987501278995,0.021997085099237167,0.023381041606636833,0.024153886477992444,0.13471188571960457,0.021449132934019576,0.024777525907529643,0.026436366228180543,0.14578906333627548,0.02201088791294522
2014-06-02,2019-06-03,2019-06-04,2020-06-04,0.006623222994562564,0.006897880605119899,0.03748752127589692,0.021962454648094928,0.02284281200266781,0.023643675285797514,0.13167832862981535,0.021404537742946185,0.02384336138359075,0.02541689127578419,0.13967910178391893,0.021789993080207123
2014-06-03,2019-06-03,2019-06-04,2020-06-04,0.006623222994562564,0.006897880605119899,0.03748752127589692,0.021962454648094928,0.02284281200266781,0.023643675285797514,0.13167832862981535,0.021404537742946185,0.024248717417503726,0.025914959258526212,0.1410066186216598,0.021575300658553447
2014-06-04,2019-06-04,2019-06-05,2020-06-05,0.010706827661422225,0.011191557583004656,0.06152844926607455,0.022042675307750826,0.02522195159057526,0.02615834042369791,0.1466656544450069,0.021447265694476643,0.0243519811246971,0.026007103343029914,0.14285209607255347,0.021906973768440943
2014-06-05,2019-06-05,2019-06-06,2020-06-08,0.012454631985408868,0.01303070794428265,0.07199579192857639,0.022063362165412992,0.02606704204506412,0.027041947415197266,0.1519789154602763,0.021452931394172006,0.027321082187961476,0.02919698132013054,0.1635206726980675,0.022097222817743064
2014-06-06,2019-06-06,2019-06-07,2020-06-08,0.010655463507083409,0.011166017128526799,0.061133917082344356,0.022098384501218638,0.024390267678621597,0.025344224263254497,0.14119368233809615,0.02148834007957595,0.024075776341500665,0.02577641011708911,0.1420912444069523,0.022040197324145798
2014-06-09,2019-06-10,2019-06-11,2020-06-11,-0.006310757947483205,-0.0065917254088460435,-0.035331765695269426,0.0225294658312386,0.008068085572016468,0.008384511576212735,0.04559805437749638,0.021844239788446736,0.008892740655118496,0.009446926716646658,0.051210670288139165,0.022377280816103687
2014-06-10,2019-06-10,2019-06-11,2020-06-11,-0.006310757947483205,-0.0065917254088460435,-0.035331765695269426,0.0225294658312386,0.008068085572016468,0.008384511576212735,0.04559805437749638,0.021844239788446736,0.007572374801206836,0.008043027455371944,0.043087028888789146,0.022584046590937303
2014-06-11,2019-06-11,2019-06-12,2020-06-12,-0.0027109225724802582,-0.0028270209070722124,-0.015354494316072442,0.022560753422823474,0.01056832719040207,0.010992850352664053,0.0601808893703897,0.021856471267461607,0.012152313459888493,0.013047664342278229,0.06950751589586271,0.022386815244490647
2014-06-12,2019-06-12,2019-06-13,2020-06-15,-0.0023209901852384285,-0.0024206025154381327,-0.013161696417042216,0.022562741548696988,0.011824830347343331,0.012305233730050786,0.06760343833851186,0.021866079838856838,0.011825075859584127,0.012675160316260986,0.06880016277281908,0.022643810671468066
2014-06-13,2019-06-13,2019-06-14,2020-06-15,-0.002210162535037624,-0.0023032370787795632,-0.01251261427711583,0.022607610175080606,0.012182722663531985,0.012664046207880959,0.06957591011292874,0.021909190214976636,0.012859263314436408,0.013651576152744944,0.07509366354120438,0.0224681648109273
2014-06-16,2019-06-17,2019-06-18,2020-06-18,-0.0025673430089689074,-0.0026915688875898064,-0.014563824005804719,0.02258670393004387,0.013234697615399867,0.013801566063379374,0.07606920119404144,0.021895605028307744,0.012878162028317012,0.013779063455319325,0.07650155138256483,0.022809243456608973
2014-06-17,2019-06-17,2019-06-18,2020-06-18,-0.0025673430089689074,-0.0026915688875898064,-0.014563824005804719,0.02258670393004387,0.013234697615399867,0.013801566063379374,0.07606920119404144,0.021895605028307744,0.014129352217687097,0.015142443329936523,0.08366310771191122,0.022403077653032608
2014-06-18,2019-06-18,2019-06-19,2020-06-19,-0.004226046769586957,-0.0044498920931397715,-0.023865796200573497,0.02259205745331407,0.01154750954325043,0.012085696530729415,0.0660589671443028,0.021895671553697853,0.01189855617847076,0.01269195326675355,0.06961765354506434,0.02224815707299404
2014-06-19,2019-06-19,2019-06-20,2020-06-22,-0.004829178175504706,-0.005083917098584479,-0.02721954020781562,0.02258737873317016,0.010504819811633323,0.010991583930403049,0.05990320573187133,0.021890041641337513,0.009770668158629623,0.010491782829108898,0.05704677330511414,0.022572930619839386
2014-06-20,2019-06-20,2019-06-21,2020-06-22,-0.00461550854776893,-0.004854666374130982,-0.025980258322341167,0.022632209043268726,0.011312949075773005,0.011817174927045876,0.06452028250556924,0.02193169403675526,0.013837673246408232,0.014768938653830378,0.08115694894995182,0.02224308667317482
2014-06-23,2019-06-24,2019-06-25,2020-06-25,-0.005353892868175507,-0.005632777753822005,-0.03023257576186728,0.02266387167959951,0.010275361692339783,0.010692503672002062,0.05877141379810078,0.021967891707453623,0.011274461085883113,0.01212326989886318,0.0659570216341152,0.02268347889806924
2014-06-24,2019-06-24,2019-06-25,2020-06-25,-0.005353892868175507,-0.005632777753822005,-0.03023257576186728,0.02266387167959951,0.010275361692339783,0.010692503672002062,0.05877141379810078,0.021967891707453623,0.0115624570644301,0.012364533183217013,0.06737138489915301,0.022383693874724102
2014-06-25,2019-06-25,2019-06-26,2020-06-26,-0.010263424691770773,-0.010831699905143068,-0.05732674500318396,0.02273530602950965,0.007874144187641504,0.008210591587650432,0.04479482385130161,0.021996505689059278,0.007914586427121372,0.008371676694089331,0.04646806675735997,0.022966685308132628
2014-06-26,2019-06-26,2019-06-27,2020-06-29,-0.006197096477436568,-0.006537095847023744,-0.03508855246826793,0.022781895607415514,0.008964143875914151,0.009352371878569106,0.05118099568887358,0.02200875913404752,0.007195573279526464,0.007634487870970342,0.041532572897487456,0.022854581475789268
2014-06-27,2019-06-27,2019-06-28,2020-06-29,-0.006689775987183226,-0.0070706204674009804,-0.037750437250994556,0.022826494060562197,0.007359571075249674,0.007691118940088757,0.0417331501908899,0.022045483707480832,0.0075281178071227965,0.008075299114628785,0.043624295699961776,0.022570615651457588
2014-06-30,2019-07-01,2019-07-02,2020-07-02,-0.006326030057627384,-0.006695940590158862,-0.03581333422774554,0.022787063075847713,0.009915596017962073,0.010351478818717315,0.056801185927281075,0.022022477855022756,0.01166037753052487,0.012462399726157898,0.06852363673897836,0.022595643627278113
2014-07-01,2019-07-01,2019-07-02,2020-07-02,-0.006326030057627384,-0.006695940590158862,-0.03581333422774554,0.022787063075847713,0.009915596017962073,0.010351478818717315,0.056801185927281075,0.022022477855022756,0.011232688353699297,0.012101728042778459,0.06521253419883778,0.022805355830512606
2014-07-02,2019-07-02,2019-07-03,2020-07-06,-0.004418804509250738,-0.00468200327265017,-0.025178769677556924,0.02281050699999882,0.010550209921670757,0.011017439921490114,0.060564039484710064,0.022029376145752698,0.008987600588635953,0.009616015610403329,0.05243243081772914,0.022746111439533562
