Start,End,Sell,DJI_Sharpe,DJI_Sortino,DJI_Return,SP500_Sharpe,SP500_Sortino,SP500_Return,Random_Sharpe,Random_Sortino,Random_Return,scaled,metric,portfolio,sharpe,sortino,return,silhouette,db,ch,min_mult,p25_mult,p50_mult,p75_mult,max_mult,mean_mult,min_preturn,p25_preturn,p50_preturn,p75_preturn,max_preturn,mean_preturn,k,volatility,mean_return
2013-01-02,2018-01-02,2019-01-03,-0.0327209353622547,-0.0403143265110987,-0.0897358956748418,-0.0371188337641987,-0.0464068198595597,-0.0916161668266089,-0.0285509671884224,-0.0364910562247105,-0.0752461487481426,True,Daily Log Returns,"['HD', 'IEX', 'TTWO', 'INCY', 'OKE', 'NVR', 'MU', 'TFX', 'STZ', 'MGM', 'DXCM', 'NVDA', 'FANG', 'UNH', 'NOC', 'AMD', 'FSLR', 'ENPH', 'TSLA', 'AXON', 'PNC', 'NEM', 'NFLX', 'SMCI', 'ATO', 'VLO', 'EXR', 'LUV', 'LULU', 'FCX']",-1.0987762562590178,-1.5239936254624158,-0.2196959693834403,0.0134205929780446,1.935725935407998,7.576348718314573,-38.020744906954114,-0.3366382985737221,0.3333507481063038,1.225274583996958,453.1485678195498,3.398165304320348,-0.1252478832106082,0.0015981257909751,0.0232637334774407,0.0418650919167918,0.0735861846694625,0.0210880029939818,30,0.22667033826051772,-0.24905998567885684
2013-01-03,2018-01-03,2019-01-04,-0.0232077204263826,-0.0290390391012905,-0.0654820392497017,-0.0256411906331492,-0.032619083828391,-0.0653095587495813,-0.0209651086080289,-0.0269332012814565,-0.0571118607186084,True,Daily Log Returns,"['HD', 'IEX', 'NVR', 'INCY', 'OKE', 'MU', 'TTWO', 'TFX', 'STZ', 'MGM', 'DXCM', 'NVDA', 'FANG', 'UNH', 'NOC', 'AMD', 'FSLR', 'ENPH', 'TSLA', 'AXON', 'PNC', 'NEM', 'SMCI', 'NFLX', 'ATO', 'VLO', 'EXR', 'LUV', 'LULU', 'FCX']",-0.9487172395300492,-1.3205303336177687,-0.1939617959578386,0.013497839413102,1.935608947169628,7.576797105515201,-59.81489153328597,-0.2274045795329384,0.4704482174452727,1.3246717769808904,105.39274560057557,1.6831075699049736,-0.1267959061200225,-0.0065298574119472,0.0175018127168355,0.0392210430370811,0.0716862909999292,0.016605320545457,30,0.22818516343285097,-0.21648319835372748
2013-01-04,2018-01-04,2019-01-07,-0.0248009784865612,-0.031004198468276,-0.0697552442827984,-0.0250462819535568,-0.031877357145694,-0.0638729656132339,-0.0210646979695476,-0.0276409150558413,-0.0580395142847458,True,Daily Log Returns,"['NEM', 'HD', 'NVR', 'OKE', 'INCY', 'NOC', 'TTWO', 'STZ', 'TSLA', 'MU', 'BR', 'CF', 'EXR', 'FANG', 'LULU', 'AMD', 'PNC', 'ENPH', 'AXON', 'MGM', 'PODD', 'TFX', 'SMCI', 'NFLX', 'ATO', 'NVDA', 'UNH', 'LUV', 'VLO', 'FSLR']",-0.8857595205401305,-1.2396601704937775,-0.1824093791885968,0.0148223564135268,2.107293738517648,7.562718867067055,-42.14699894478738,-0.1969838832119398,0.4366254622894388,1.0655180825215138,163.32206142711834,1.453942260342954,-0.133329484640642,-0.0160126670987187,0.0058540764141883,0.0306934801046974,0.0636676083336499,0.0061598863950346,30,0.22827403057625295,-0.2021958958749849
2013-01-08,2018-01-08,2019-01-09,-0.0209486371786792,-0.026218184103114,-0.0593513536802761,-0.0215998359679254,-0.0275466296361259,-0.0554409225073109,-0.0181523231931768,-0.0237292044385636,-0.0495999829938418,True,Daily Log Returns,"['NEM', 'HD', 'OKE', 'NVR', 'INCY', 'NOC', 'UNH', 'IEX', 'STZ', 'MU', 'TTWO', 'TFX', 'FANG', 'ATO', 'CF', 'ENPH', 'TSLA', 'LUV', 'FSLR', 'AXON', 'MGM', 'PODD', 'NFLX', 'SMCI', 'NVDA', 'VLO', 'EXR', 'AMD', 'LULU', 'PNC']",-0.8538927064482882,-1.1955767855755435,-0.1763414117878337,0.0161027948270919,2.070289600265958,7.592621397855892,-395.1624906684706,-0.2956297755798815,0.3182690427638998,0.9131762698457708,23.737034983767185,-1.9176087496087375,-0.1389707857678998,-0.0165126432686133,0.0051837576690065,0.0251305778922225,0.0567440206823126,0.0038805193363581,30,0.2280990026198861,-0.19477207468524974
2013-01-09,2018-01-09,2019-01-10,-0.0189595330519311,-0.0237214766730424,-0.0538926991657168,-0.0163366441943622,-0.0207677100855724,-0.0422501929339977,-0.0134524762207139,-0.0178334573639973,-0.0384699875615861,True,Daily Log Returns,"['NEM', 'NVR', 'HD', 'TTWO', 'INCY', 'OKE', 'NOC', 'IEX', 'STZ', 'EXR', 'PODD', 'MU', 'FANG', 'UNH', 'TFX', 'ENPH', 'TSLA', 'FSLR', 'LUV', 'AXON', 'MGM', 'PNC', 'NFLX', 'SMCI', 'NVDA', 'VLO', 'ATO', 'AMD', 'LULU', 'CF']",-0.7243891270411383,-1.0106513191832607,-0.151479343188405,0.0161606474113997,2.0688672614264543,7.59993419473989,-39.38189172919189,-0.0950557675687968,0.4629257221612001,1.1238373849111571,19.49008002963945,0.6900327174758181,-0.133938959348009,-0.0198871980116019,0.0024256986291566,0.0289016398445121,0.0629195979965772,0.0019906846673773,30,0.227661168631639,-0.16491527520623836
2013-01-10,2018-01-10,2019-01-11,-0.0218293278026309,-0.0272944665382542,-0.0617320777604724,-0.0189312298491241,-0.0240389243005023,-0.0487405066014952,-0.0153856859642383,-0.0199697402131714,-0.0423219247548399,True,Daily Log Returns,"['NEM', 'OKE', 'HD', 'INCY', 'MU', 'NVR', 'TTWO', 'STZ', 'TFX', 'SPGI', 'PODD', 'NVDA', 'FANG', 'UNH', 'NOC', 'ENPH', 'TSLA', 'LUV', 'FSLR', 'AXON', 'MGM', 'PNC', 'NFLX', 'SMCI', 'EXR', 'VLO', 'AWK', 'AMD', 'LULU', 'CF']",-0.7487076955108591,-1.0389900256522866,-0.1558180774173021,0.0160493208669493,2.0677619576409354,7.5868070959599265,-14.77615912188416,-0.0734810827030614,0.3920932851736988,1.175147719093356,73.41726117430696,1.000965224209489,-0.1406156094626686,-0.0281873682142358,-0.0053319585391996,0.0207454583256479,0.0547253230866988,-0.0060665630170915,30,0.22714085909466583,-0.17006210916912404
2013-01-11,2018-01-11,2019-01-14,-0.0261358869356248,-0.0327352620665501,-0.0733765727998287,-0.0235216565546355,-0.0299765672595988,-0.0601822714383798,-0.0205797148341228,-0.026870061638534,-0.0574028108096625,True,Daily Log Returns,"['NEM', 'HD', 'NVR', 'MAR', 'MU', 'INCY', 'OKE', 'TFX', 'STZ', 'MGM', 'PODD', 'NOC', 'TTWO', 'FANG', 'CF', 'ENPH', 'FSLR', 'LUV', 'TSLA', 'AXON', 'PNC', 'EXR', 'NFLX', 'SMCI', 'NVDA', 'VLO', 'UNH', 'AMD', 'LULU', 'ATO']",-0.8277068149908697,-1.1576709007334436,-0.1714665589657966,0.0161606520348121,2.08635920731521,7.59771618153283,-54.88655874827344,0.0136818326561542,0.4027331482948932,1.0595533737962437,53.43670457092267,0.7985800636641548,-0.1460348707945925,-0.0353739260565288,-0.0118409366354917,0.014193550447907,0.0480742456152651,-0.0134605805005401,30,0.2281574476622908,-0.18884747432100077
2013-01-16,2018-01-16,2019-01-17,-0.0236881398416843,-0.0295819482087381,-0.0668392613295442,-0.0190547470675667,-0.0241730170431959,-0.0491536882638073,-0.0143986847938071,-0.0188936624503486,-0.0398813703804114,True,Daily Log Returns,"['NEM', 'HD', 'NVR', 'OKE', 'BR', 'NOC', 'INCY', 'TTWO', 'LUV', 'STZ', 'DXCM', 'TFX', 'FANG', 'UNH', 'TSLA', 'ENPH', 'MU', 'FSLR', 'AXON', 'PNC', 'MGM', 'EXR', 'NFLX', 'SMCI', 'CF', 'ATO', 'NVDA', 'AMD', 'VLO', 'LULU']",-0.8295654551686873,-1.155296248204689,-0.1720434265116764,0.0153736001714097,2.1065546673853377,7.605067226753614,-5.762240237029438,0.0764745700238071,0.4162284741309669,1.0178648802746344,87.73766389412097,1.2960563839846595,-0.1527738331091615,-0.0452415372154977,-0.0219850651605155,0.0054294444942497,0.039803494735023,-0.0226100589356709,30,0.2275824918622886,-0.1887945734501635
2013-01-17,2018-01-17,2019-01-18,-0.0176628887329933,-0.0220536982034235,-0.0504062759292218,-0.0133919021686842,-0.0170031740765866,-0.0349014526762461,-0.0099323978559973,-0.0130203746933363,-0.0275728637290606,True,Daily Log Returns,"['NEM', 'HD', 'NVR', 'OKE', 'BR', 'NOC', 'INCY', 'TTWO', 'LUV', 'DXCM', 'EXR', 'TFX', 'FANG', 'UNH', 'TSLA', 'ENPH', 'MU', 'FSLR', 'AXON', 'PNC', 'MGM', 'STZ', 'NFLX', 'SMCI', 'CF', 'NEE', 'NVDA', 'AMD', 'VLO', 'LULU']",-0.8227314916952141,-1.1449751671017998,-0.1716947908274489,0.0151352758706957,2.1086875997483507,7.605639253594988,-16.1759901322401,0.06268321794271,0.4121699512153132,0.9743901802895756,42.87080226162959,1.3306335565920062,-0.1508304845759331,-0.0426703848052048,-0.0197150621389542,0.0081599947687527,0.0421885728585596,-0.020134316751172,30,0.22896119123504094,-0.18837358240511842
2013-01-18,2018-01-18,2019-01-22,-0.0225215338565627,-0.0282867818057395,-0.0639482239534409,-0.0213577346238397,-0.0272454283897331,-0.0551917733306163,-0.0125953108813263,-0.016620614352579,-0.035734432117318,True,Daily Log Returns,"['NEM', 'HD', 'NVR', 'OKE', 'BR', 'MU', 'UNH', 'TTWO', 'FSLR', 'INCY', 'DXCM', 'NOC', 'FANG', 'CF', 'STZ', 'AMD', 'TSLA', 'ENPH', 'AXON', 'PNC', 'MGM', 'EXR', 'NFLX', 'SMCI', 'TFX', 'NEE', 'NVDA', 'LUV', 'VLO', 'LULU']",-0.9522548508966072,-1.3279205601231558,-0.195608083755105,0.0143553413992395,2.1082921557080527,7.5857638995802175,-32.537080842258746,-0.0371318121125984,0.304439988924014,0.7660779467234375,70.50063466832549,1.001993774783282,-0.1574602399561023,-0.0486485978236043,-0.0253631333145077,0.0006071612005121,0.0342515858808148,-0.0265334326883171,30,0.22858236988895123,-0.21766867055619638
